existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min
EB-24430,,AST-3398,SEC-334,NZM,Maintenance Block,14:43,15:13,30,OHE Team,Confirmed,Normal,Existing/Committed,2025-04-21,883,913,30
EB-24431,,AST-9377,SEC-377,SHG,Maintenance Block,04:39,05:24,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-05-22,279,324,45
EB-24432,,AST-4188,SEC-467,KLD,Maintenance Block,00:58,02:13,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-02-19,58,133,75
EB-24433,,AST-8348,SEC-274,BLS,Engineering Block,18:32,20:32,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-14,1112,1232,120
EB-24434,,AST-4685,SEC-046,EKM,Maintenance Block,05:28,06:13,45,OHE Team,Active,Normal,Existing/Committed,2025-02-11,328,373,45
EB-24435,,AST-5195,SEC-097,MDN,Maintenance Block,03:45,05:15,90,OHE Team,Confirmed,Normal,Existing/Committed,2025-04-20,225,315,90
EB-24436,,AST-7139,SEC-395,VSKP,Maintenance Block,23:38,00:23,45,OHE Team,Active,Normal,Existing/Committed,2024-11-18,1418,23,45
EB-24437,,AST-0581,SEC-125,YA,Maintenance Block,03:39,05:09,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-10-19,219,309,90
EB-24438,,AST-7760,SEC-308,NMT,Maintenance Block,05:31,06:16,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-08-22,331,376,45
EB-24439,,AST-6395,SEC-309,MGS,Maintenance Block,16:23,17:23,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-03-06,983,1043,60
EB-24440,,AST-3915,SEC-458,PRDL,Maintenance Block,14:04,15:04,60,Signal Team,Planned,Normal,Existing/Committed,2025-11-01,844,904,60
EB-24441,,AST-8684,SEC-052,HYB,Maintenance Block,03:13,03:58,45,Signal Team,Active,Normal,Existing/Committed,2025-01-03,193,238,45
EB-24442,,AST-7086,SEC-202,CJW,Maintenance Block,14:37,15:37,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-12-01,877,937,60
EB-24443,,AST-1876,SEC-141,SGAM,Maintenance Block,17:31,18:16,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-11-14,1051,1096,45
EB-24444,,AST-0531,SEC-074,SEB,Engineering Block,00:47,01:47,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-05-09,47,107,60
EB-24445,,AST-4090,SEC-087,PGT,Engineering Block,12:14,12:59,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-05-04,734,779,45
EB-24446,,AST-0400,SEC-091,TEL,Engineering Block,08:22,09:37,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-11-19,502,577,75
EB-24447,,AST-9541,SEC-175,JHS,Maintenance Block,18:27,19:27,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-02-09,1107,1167,60
EB-24448,,AST-3717,SEC-260,DSS,Engineering Block,22:20,23:05,45,OHE Team,Active,High,Existing/Committed,2025-12-02,1340,1385,45
EB-24449,,AST-4322,SEC-337,BHTR,Maintenance Block,17:31,19:31,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-08-05,1051,1171,120
EB-24450,,AST-4459,SEC-079,BARL,Engineering Block,14:29,15:14,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-15,869,914,45
EB-24451,,AST-7892,SEC-211,KQR,Maintenance Block,15:21,17:21,120,Signal Team,Active,Normal,Existing/Committed,2025-04-30,921,1041,120
EB-24452,,AST-6125,SEC-212,UBC,Maintenance Block,09:13,11:13,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-20,553,673,120
EB-24453,,AST-1820,SEC-471,NDLS,Planned Block,18:29,19:14,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-03-31,1109,1154,45
EB-24454,,AST-4138,SEC-027,NYN,Maintenance Block,21:26,22:26,60,Track Maintenance Team,Active,Normal,Existing/Committed,2023-12-23,1286,1346,60
EB-24455,,AST-5086,SEC-039,DWO,Engineering Block,07:45,08:45,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-12-01,465,525,60
EB-24456,,AST-0495,SEC-466,BPC,Maintenance Block,09:57,11:12,75,Track Maintenance Team,Active,Normal,Existing/Committed,2025-05-03,597,672,75
EB-24457,,AST-2845,SEC-493,BSR,Maintenance Block,05:56,06:41,45,OHE Team,Planned,High,Existing/Committed,2024-12-07,356,401,45
EB-24458,,AST-2519,SEC-140,BDJ,Maintenance Block,11:41,13:41,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-05-04,701,821,120
EB-24459,,AST-2220,SEC-004,FDB,Engineering Block,01:55,03:55,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-09-15,115,235,120
EB-24460,,AST-8501,SEC-220,LTHR,Maintenance Block,07:38,08:23,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-08-11,458,503,45
EB-24461,,AST-8185,SEC-325,SKP,Planned Block,04:23,04:53,30,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-06,263,293,30
EB-24462,,AST-8126,SEC-104,BH,Maintenance Block,18:45,19:30,45,OHE Team,Planned,Normal,Existing/Committed,2025-04-24,1125,1170,45
EB-24463,,AST-9994,SEC-497,MGS,Maintenance Block,15:06,16:06,60,OHE Team,Active,Normal,Existing/Committed,2025-11-10,906,966,60
EB-24464,,AST-9576,SEC-027,PNC,Planned Block,15:24,16:09,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-06-23,924,969,45
EB-24465,,AST-5186,SEC-377,BZU,Engineering Block,03:53,04:38,45,OHE Team,Active,Normal,Existing/Committed,2025-08-06,233,278,45
EB-24466,,AST-9226,SEC-335,DBG,Maintenance Block,08:58,10:28,90,Signal Team,Confirmed,High,Existing/Committed,2024-05-31,538,628,90
EB-24467,,AST-3777,SEC-180,BUW,Maintenance Block,07:35,08:35,60,OHE Team,Confirmed,High,Existing/Committed,2025-10-18,455,515,60
EB-24468,,AST-4554,SEC-173,HWH,Engineering Block,14:41,15:41,60,Signal Team,Confirmed,Normal,Existing/Committed,2024-02-23,881,941,60
EB-24469,,AST-8327,SEC-384,KOAA,Maintenance Block,07:10,08:25,75,Signal Team,Confirmed,High,Existing/Committed,2024-10-18,430,505,75
EB-24470,,AST-8889,SEC-351,NGP,Maintenance Block,22:59,23:29,30,Track Maintenance Team,Active,Normal,Existing/Committed,2026-06-15,1379,1409,30
EB-24471,,AST-5484,SEC-186,KPG,Maintenance Block,20:28,21:13,45,Track Maintenance Team,Active,High,Existing/Committed,2026-02-19,1228,1273,45
EB-24472,,AST-5633,SEC-268,BVH,Maintenance Block,05:51,06:51,60,Track Maintenance Team,Active,Normal,Existing/Committed,2026-05-31,351,411,60
EB-24473,,AST-5036,SEC-485,EKMA,Engineering Block,08:19,09:49,90,OHE Team,Active,High,Existing/Committed,2024-11-27,499,589,90
EB-24474,,AST-5741,SEC-274,GOC,Maintenance Block,22:57,23:42,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-10-23,1377,1422,45
EB-24475,,AST-1603,SEC-344,BSM,Maintenance Block,16:34,17:19,45,Signal Team,Active,Normal,Existing/Committed,2025-11-10,994,1039,45
EB-24476,,AST-2424,SEC-447,RTM,Maintenance Block,16:03,17:18,75,OHE Team,Confirmed,High,Existing/Committed,2024-08-12,963,1038,75
EB-24477,,AST-4459,SEC-079,BARL,Maintenance Block,01:20,02:20,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-07-10,80,140,60
EB-24478,,AST-8190,SEC-118,BU,Planned Block,06:16,07:31,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-08-06,376,451,75
EB-24479,,AST-8230,SEC-023,TU,Engineering Block,04:17,05:02,45,Signal Team,Active,Normal,Existing/Committed,2024-03-30,257,302,45
EB-24480,,AST-2195,SEC-309,BKN,Maintenance Block,04:52,05:37,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-01-14,292,337,45
EB-24481,,AST-4158,SEC-339,DGT,Engineering Block,08:37,09:22,45,Signal Team,Active,Normal,Existing/Committed,2025-03-02,517,562,45
EB-24482,,AST-0725,SEC-119,ED,Maintenance Block,13:05,13:50,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-14,785,830,45
EB-24483,,AST-1767,SEC-089,KUR,Engineering Block,02:51,03:36,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-06-17,171,216,45
EB-24484,,AST-5401,SEC-354,JAJ,Planned Block,01:58,02:43,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-07-20,118,163,45
EB-24485,,AST-0612,SEC-313,GNG,Maintenance Block,01:12,01:57,45,OHE Team,Confirmed,High,Existing/Committed,2024-03-15,72,117,45
EB-24486,,AST-1178,SEC-382,INDB,Engineering Block,19:13,20:43,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-05-07,1153,1243,90
EB-24487,,AST-7574,SEC-126,PQN,Maintenance Block,04:45,05:45,60,Signal Team,Planned,Normal,Existing/Committed,2026-03-27,285,345,60
EB-24488,,AST-4376,SEC-216,BLGR,Planned Block,22:21,23:06,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-03-12,1341,1386,45
EB-24489,,AST-6065,SEC-332,BVRT,Maintenance Block,04:17,05:17,60,Track Maintenance Team,Active,High,Existing/Committed,2024-09-10,257,317,60
EB-24490,,AST-6966,SEC-014,FKG,Planned Block,12:09,13:09,60,Track Maintenance Team,Active,Normal,Existing/Committed,2026-04-19,729,789,60
EB-24491,,AST-3056,SEC-373,HNS,Engineering Block,11:42,13:12,90,Signal Team,Active,High,Existing/Committed,2024-11-30,702,792,90
EB-24492,,AST-3723,SEC-437,MTJ,Engineering Block,18:44,20:14,90,Signal Team,Confirmed,Normal,Existing/Committed,2025-06-24,1124,1214,90
EB-24493,,AST-3893,SEC-405,NZM,Maintenance Block,13:05,13:35,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-10-30,785,815,30
EB-24494,,AST-9168,SEC-253,ROU,Maintenance Block,11:16,11:46,30,Signal Team,Active,Normal,Existing/Committed,2025-05-16,676,706,30
EB-24495,,AST-3308,SEC-430,NSL,Engineering Block,13:08,15:08,120,OHE Team,Active,Normal,Existing/Committed,2025-05-23,788,908,120
EB-24496,,AST-5249,SEC-475,CTC,Maintenance Block,11:41,12:26,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-11-07,701,746,45
EB-24497,,AST-2998,SEC-393,CHE,Planned Block,21:50,22:50,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-03-26,1310,1370,60
EB-24498,,AST-1950,SEC-157,RPJ,Maintenance Block,06:30,07:15,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-05-22,390,435,45
EB-24499,,AST-0346,SEC-216,SPJ,Engineering Block,17:09,17:54,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-09-22,1029,1074,45
EB-24500,,AST-4102,SEC-343,BEH,Maintenance Block,21:37,23:37,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-01-31,1297,1417,120
EB-24501,,AST-4474,SEC-046,NMJ,Maintenance Block,06:40,08:40,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-05-18,400,520,120
EB-24502,,AST-0584,SEC-005,AD,Engineering Block,13:57,14:57,60,Bridge Inspection Team,Planned,High,Existing/Committed,2024-03-05,837,897,60
EB-24503,,AST-8598,SEC-169,NPNR,Maintenance Block,22:08,22:38,30,Track Maintenance Team,Planned,High,Existing/Committed,2026-04-28,1328,1358,30
EB-24504,,AST-7619,SEC-165,DMO,Planned Block,12:48,13:48,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-04-15,768,828,60
EB-24505,,AST-9785,SEC-063,KAPG,Planned Block,23:49,01:19,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-05-01,1429,79,90
EB-24506,,AST-6685,SEC-016,PJB,Engineering Block,02:41,04:41,120,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-01-09,161,281,120
EB-24507,,AST-1062,SEC-178,NSD,Maintenance Block,02:13,03:13,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-07-15,133,193,60
EB-24508,,AST-6608,SEC-315,EE,Maintenance Block,13:12,14:12,60,Signal Team,Confirmed,High,Existing/Committed,2024-01-04,792,852,60
EB-24509,,AST-1742,SEC-117,MLDT,Planned Block,11:31,12:01,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-07-15,691,721,30
EB-24510,,AST-0836,SEC-223,MTJ,Engineering Block,02:00,03:30,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-02-01,120,210,90
EB-24511,,AST-4242,SEC-144,MUT,Maintenance Block,00:30,01:15,45,OHE Team,Planned,Normal,Existing/Committed,2025-01-31,30,75,45
EB-24512,,AST-7113,SEC-432,SHM,Maintenance Block,02:30,03:30,60,Signal Team,Planned,Normal,Existing/Committed,2026-06-02,150,210,60
EB-24513,,AST-1354,SEC-327,GWL,Engineering Block,15:41,17:41,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-15,941,1061,120
EB-24514,,AST-5985,SEC-198,MDP,Maintenance Block,01:39,02:54,75,OHE Team,Planned,Normal,Existing/Committed,2025-11-13,99,174,75
EB-24515,,AST-6221,SEC-218,BLPE,Engineering Block,10:26,12:26,120,Signal Team,Planned,Normal,Existing/Committed,2026-04-07,626,746,120
EB-24516,,AST-7546,SEC-294,SGG,Maintenance Block,21:42,22:27,45,Signal Team,Active,Normal,Existing/Committed,2023-12-15,1302,1347,45
EB-24517,,AST-6958,SEC-387,MOG,Engineering Block,17:34,19:34,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-02-05,1054,1174,120
EB-24518,,AST-5608,SEC-115,STA,Engineering Block,00:14,02:14,120,OHE Team,Planned,Normal,Existing/Committed,2024-10-18,14,134,120
EB-24519,,AST-6992,SEC-154,RPH,Maintenance Block,09:49,11:49,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-31,589,709,120
EB-24520,,AST-6093,SEC-415,CPH,Engineering Block,15:42,16:12,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-01-12,942,972,30
EB-24521,,AST-9323,SEC-157,RPUR,Maintenance Block,11:04,12:04,60,Signal Team,Planned,Normal,Existing/Committed,2025-10-26,664,724,60
EB-24522,,AST-0063,SEC-019,MKU,Maintenance Block,12:43,13:43,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-01-31,763,823,60
EB-24523,,AST-1574,SEC-289,JWP,Maintenance Block,02:22,02:52,30,OHE Team,Active,High,Existing/Committed,2025-08-13,142,172,30
EB-24524,,AST-8940,SEC-316,MML,Planned Block,07:26,08:26,60,Signal Team,Active,Normal,Existing/Committed,2025-03-23,446,506,60
EB-24525,,AST-7840,SEC-147,AKV,Maintenance Block,04:47,06:02,75,Track Maintenance Team,Active,Normal,Existing/Committed,2025-08-30,287,362,75
EB-24526,,AST-3025,SEC-404,CHB,Planned Block,23:24,01:24,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-03-13,1404,84,120
EB-24527,,AST-6191,SEC-244,MTJ,Maintenance Block,19:50,20:20,30,Signal Team,Confirmed,High,Existing/Committed,2025-01-08,1190,1220,30
EB-24528,,AST-2463,SEC-286,BUI,Engineering Block,21:15,22:15,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-06-30,1275,1335,60
EB-24529,,AST-7485,SEC-279,BTPD,Engineering Block,11:20,12:50,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-01-01,680,770,90
EB-24530,,AST-4630,SEC-043,BSL,Maintenance Block,19:43,20:43,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-12-01,1183,1243,60
EB-24531,,AST-2749,SEC-217,ROU,Maintenance Block,19:21,20:06,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-29,1161,1206,45
EB-24532,,AST-7936,SEC-056,BOE,Engineering Block,13:40,14:40,60,OHE Team,Confirmed,High,Existing/Committed,2024-03-23,820,880,60
EB-24533,,AST-1884,SEC-037,VM,Maintenance Block,06:37,07:22,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-10,397,442,45
EB-24534,,AST-7122,SEC-215,KTH,Engineering Block,21:19,22:34,75,Signal Team,Confirmed,Normal,Existing/Committed,2025-05-01,1279,1354,75
EB-24535,,AST-6351,SEC-333,LRD,Maintenance Block,21:00,23:00,120,Signal Team,Active,Normal,Existing/Committed,2025-11-12,1260,1380,120
EB-24536,,AST-7086,SEC-202,CJW,Maintenance Block,10:40,11:40,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-05-28,640,700,60
EB-24537,,AST-2784,SEC-304,BH,Engineering Block,16:00,16:45,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-10-30,960,1005,45
EB-24538,,AST-6563,SEC-382,J,Engineering Block,04:42,05:57,75,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-01-26,282,357,75
EB-24539,,AST-8640,SEC-454,BINA,Maintenance Block,13:27,14:27,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-01,807,867,60
EB-24540,,AST-3623,SEC-281,GATD,Maintenance Block,13:41,14:11,30,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-02,821,851,30
EB-24541,,AST-9994,SEC-497,MGS,Maintenance Block,01:04,01:49,45,Signal Team,Planned,Normal,Existing/Committed,2025-12-09,64,109,45
EB-24542,,AST-1352,SEC-170,KGN,Maintenance Block,15:06,16:06,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-04-28,906,966,60
EB-24543,,AST-8498,SEC-262,ERS,Maintenance Block,00:44,01:44,60,OHE Team,Active,Normal,Existing/Committed,2025-04-22,44,104,60
EB-24544,,AST-9491,SEC-375,DWX,Maintenance Block,20:52,21:37,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-06-04,1252,1297,45
EB-24545,,AST-7316,SEC-368,AKJ,Maintenance Block,23:03,23:48,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-06-19,1383,1428,45
EB-24546,,AST-5214,SEC-031,KSJ,Maintenance Block,16:43,17:43,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-09-14,1003,1063,60
EB-24547,,AST-9036,SEC-234,ASN,Planned Block,13:13,13:58,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-05-13,793,838,45
EB-24548,,AST-5241,SEC-254,MLDT,Engineering Block,06:09,07:24,75,Track Maintenance Team,Active,Normal,Existing/Committed,2024-04-27,369,444,75
EB-24549,,AST-8786,SEC-217,MDU,Engineering Block,19:58,21:13,75,OHE Team,Active,Normal,Existing/Committed,2024-11-28,1198,1273,75
EB-24550,,AST-9754,SEC-160,JP,Maintenance Block,10:26,11:41,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-12-15,626,701,75
EB-24551,,AST-7551,SEC-080,LKO,Maintenance Block,14:38,15:08,30,Signal Team,Active,Normal,Existing/Committed,2025-01-11,878,908,30
EB-24552,,AST-3958,SEC-278,ERS,Maintenance Block,03:55,04:40,45,OHE Team,Active,Normal,Existing/Committed,2025-02-28,235,280,45
EB-24553,,AST-5579,SEC-175,BVI,Maintenance Block,18:55,19:40,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-11-15,1135,1180,45
EB-24554,,AST-9824,SEC-494,NKE,Maintenance Block,10:02,11:17,75,OHE Team,Planned,Normal,Existing/Committed,2026-07-11,602,677,75
EB-24555,,AST-9224,SEC-080,MUR,Planned Block,09:42,11:42,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-24,582,702,120
EB-24556,,AST-3277,SEC-120,PNP,Maintenance Block,09:04,11:04,120,Signal Team,Active,Normal,Existing/Committed,2025-10-05,544,664,120
EB-24557,,AST-2686,SEC-262,SEE,Maintenance Block,21:35,22:35,60,Signal Team,Planned,Normal,Existing/Committed,2025-02-20,1295,1355,60
EB-24558,,AST-6642,SEC-443,VL,Maintenance Block,01:20,02:50,90,OHE Team,Planned,Normal,Existing/Committed,2025-05-25,80,170,90
EB-24559,,AST-4964,SEC-488,RRB,Engineering Block,10:53,11:53,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-05-13,653,713,60
EB-24560,,AST-9242,SEC-304,BWN,Maintenance Block,14:48,15:48,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-09-27,888,948,60
EB-24561,,AST-2524,SEC-415,KUR,Maintenance Block,09:39,10:39,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-03-03,579,639,60
EB-24562,,AST-1031,SEC-464,KRH,Engineering Block,04:58,05:43,45,OHE Team,Active,Normal,Existing/Committed,2024-01-20,298,343,45
EB-24563,,AST-4026,SEC-305,LD,Planned Block,05:54,06:39,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-04-18,354,399,45
EB-24564,,AST-4913,SEC-246,SOH,Engineering Block,04:43,05:13,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-07-18,283,313,30
EB-24565,,AST-7606,SEC-441,ST,Maintenance Block,05:31,07:31,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-10-09,331,451,120
EB-24566,,AST-9093,SEC-031,VKI,Maintenance Block,13:02,13:32,30,Signal Team,Active,Normal,Existing/Committed,2026-07-24,782,812,30
EB-24567,,AST-4323,SEC-347,JPV,Maintenance Block,08:04,09:04,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-06-30,484,544,60
EB-24568,,AST-4574,SEC-487,GKP,Maintenance Block,12:51,14:51,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-09-12,771,891,120
EB-24569,,AST-0904,SEC-377,SGF,Engineering Block,10:05,12:05,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-08-08,605,725,120
EB-24570,,AST-8702,SEC-244,GDB,Maintenance Block,17:09,18:24,75,Signal Team,Active,Normal,Existing/Committed,2025-08-30,1029,1104,75
EB-24571,,AST-1319,SEC-222,SUR,Maintenance Block,07:51,08:36,45,Signal Team,Planned,High,Existing/Committed,2024-05-03,471,516,45
EB-24572,,AST-6666,SEC-122,MZM,Maintenance Block,02:11,03:11,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-06-29,131,191,60
EB-24573,,AST-1826,SEC-184,KGLE,Maintenance Block,20:23,21:08,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-09-27,1223,1268,45
EB-24574,,AST-7916,SEC-404,MGS,Maintenance Block,03:56,05:11,75,OHE Team,Confirmed,Normal,Existing/Committed,2025-06-10,236,311,75
EB-24575,,AST-3314,SEC-216,BCN,Engineering Block,01:54,02:39,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-06,114,159,45
EB-24576,,AST-4130,SEC-215,BKJ,Engineering Block,12:35,14:35,120,OHE Team,Confirmed,High,Existing/Committed,2026-01-19,755,875,120
EB-24577,,AST-2154,SEC-015,HLG,Engineering Block,18:44,19:29,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-03-29,1124,1169,45
EB-24578,,AST-5568,SEC-231,ITR,Engineering Block,12:50,13:50,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-07-07,770,830,60
EB-24579,,AST-5205,SEC-340,MGS,Maintenance Block,01:08,01:53,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-10-16,68,113,45
EB-24580,,AST-3172,SEC-273,SSPN,Maintenance Block,00:12,01:12,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-11-14,12,72,60
EB-24581,,AST-2747,SEC-461,PHI,Maintenance Block,20:19,21:04,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-12-17,1219,1264,45
EB-24582,,AST-6701,SEC-124,PP,Maintenance Block,21:59,23:29,90,Signal Team,Planned,Normal,Existing/Committed,2025-11-03,1319,1409,90
EB-24583,,AST-4162,SEC-277,AGC,Planned Block,07:06,08:36,90,OHE Team,Planned,High,Existing/Committed,2024-03-08,426,516,90
EB-24584,,AST-5184,SEC-251,CTC,Planned Block,05:45,06:45,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-26,345,405,60
EB-24585,,AST-5512,SEC-274,SRE,Planned Block,14:59,16:14,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-06-15,899,974,75
EB-24586,,AST-5924,SEC-423,ULA,Maintenance Block,04:48,05:33,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-07-19,288,333,45
EB-24587,,AST-9324,SEC-468,BTE,Maintenance Block,08:46,09:46,60,OHE Team,Active,Normal,Existing/Committed,2026-05-26,526,586,60
EB-24588,,AST-1077,SEC-092,KTYM,Maintenance Block,01:08,02:08,60,Signal Team,Active,Normal,Existing/Committed,2025-08-31,68,128,60
EB-24589,,AST-5404,SEC-010,DHNE,Maintenance Block,03:14,05:14,120,Signal Team,Confirmed,High,Existing/Committed,2024-05-22,194,314,120
EB-24590,,AST-5710,SEC-217,CKI,Maintenance Block,12:18,13:03,45,Signal Team,Confirmed,High,Existing/Committed,2025-09-26,738,783,45
EB-24591,,AST-5766,SEC-163,LNL,Planned Block,19:38,20:23,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-01-25,1178,1223,45
EB-24592,,AST-1607,SEC-115,HZR,Planned Block,14:22,16:22,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-13,862,982,120
EB-24593,,AST-5324,SEC-413,BER,Maintenance Block,03:35,04:35,60,Signal Team,Active,Normal,Existing/Committed,2025-04-16,215,275,60
EB-24594,,AST-0551,SEC-471,SDB,Maintenance Block,00:14,00:59,45,OHE Team,Active,Normal,Existing/Committed,2026-09-05,14,59,45
EB-24595,,AST-7666,SEC-390,BZA,Maintenance Block,19:35,20:20,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-06-25,1175,1220,45
EB-24596,,AST-8888,SEC-201,IGP,Maintenance Block,14:32,15:32,60,Bridge Inspection Team,Active,High,Existing/Committed,2024-01-20,872,932,60
EB-24597,,AST-1375,SEC-091,GMO,Maintenance Block,08:43,09:43,60,Signal Team,Active,High,Existing/Committed,2025-01-24,523,583,60
EB-24598,,AST-4295,SEC-217,SBC,Planned Block,10:47,12:17,90,OHE Team,Active,Normal,Existing/Committed,2024-06-30,647,737,90
EB-24599,,AST-9163,SEC-489,KUDL,Planned Block,01:18,02:18,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-05,78,138,60
EB-24600,,AST-3520,SEC-127,TEL,Maintenance Block,08:20,09:20,60,OHE Team,Confirmed,Normal,Existing/Committed,2024-05-04,500,560,60
EB-24601,,AST-1016,SEC-354,KCI,Engineering Block,09:23,09:53,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-05-29,563,593,30
EB-24602,,AST-7939,SEC-205,MAS,Engineering Block,07:41,09:41,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-13,461,581,120
EB-24603,,AST-4524,SEC-390,PUNE,Maintenance Block,07:07,07:52,45,OHE Team,Active,Normal,Existing/Committed,2025-08-25,427,472,45
EB-24604,,AST-2822,SEC-078,STPD,Maintenance Block,05:21,06:06,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-03-09,321,366,45
EB-24605,,AST-6932,SEC-208,VKB,Engineering Block,01:00,01:45,45,OHE Team,Active,Normal,Existing/Committed,2026-08-30,60,105,45
EB-24606,,AST-6061,SEC-372,TLHD,Engineering Block,05:43,06:43,60,OHE Team,Active,Normal,Existing/Committed,2026-05-07,343,403,60
