block_request_id,asset_id,section_id_request,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,asset_type,section_id_asset,nearest_station_code,criticality,asset_risk_score,maintenance_priority
BR-33621,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±30 min,Track Maintenance Team,Normal,Pending,600,30,570,630,Bridge,SEC-026,PRLI,High,61.14,High
BR-33622,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-33623,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33624,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:15,±15 min,OHE Team,Urgent,Pending,735,15,720,750,Point Machine,SEC-027,PAU,High,30.47,Low
BR-33625,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615,Bridge,SEC-007,JL,Medium,31.28,Low
BR-33626,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:00,±30 min,Track Maintenance Team,Normal,Pending,1080,30,1050,1110,Bridge,SEC-026,PRLI,High,61.14,High
BR-33627,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33628,AST-0063,SEC-019,MKU,Bridge Inspection,75,Low,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Signal,SEC-019,MKU,High,31.08,Low
BR-33629,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,07:00,Fixed,Bridge Inspection Team,Normal,Pending,420,0,420,420,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33630,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±15 min,Track Maintenance Team,Normal,Pending,705,15,690,720,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33631,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33632,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±60 min,Track Maintenance Team,Normal,Pending,1290,60,1230,1350,Bridge,SEC-026,PRLI,High,61.14,High
BR-33633,AST-0183,SEC-008,PC,Signal Maintenance,30,High,19:00,±15 min,Bridge Inspection Team,Normal,Pending,1140,15,1125,1155,OHE,SEC-008,PC,High,60.59,High
BR-33634,AST-0127,SEC-010,DHI,Point Machine Maintenance,30,Medium,06:30,±30 min,Signal Team,Urgent,Pending,390,30,360,420,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33635,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,±15 min,Signal Team,Normal,Pending,150,15,135,165,Point Machine,SEC-043,HBJ,High,69.6,High
BR-33636,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,12:00,±60 min,OHE Team,Normal,Pending,720,60,660,780,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-33637,AST-0117,SEC-043,HBJ,Signal Maintenance,60,Critical,19:15,Fixed,Signal Team,Normal,Pending,1155,0,1155,1155,OHE,SEC-043,HBJ,High,95.3,Critical
BR-33638,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33639,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365,OHE,SEC-038,HD,Medium,75.24,High
BR-33640,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,11:30,±60 min,Bridge Inspection Team,Normal,Pending,690,60,630,750,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33641,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±30 min,Track Maintenance Team,Normal,Pending,705,30,675,735,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33642,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,14:45,±30 min,Track Maintenance Team,Normal,Pending,885,30,855,915,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33643,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33644,AST-0177,SEC-015,JEUR,Signal Maintenance,90,Medium,08:15,±30 min,Signal Team,Urgent,Pending,495,30,465,525,Signal,SEC-015,JEUR,High,59.96,Medium
BR-33645,AST-0139,SEC-004,BNC,Signal Maintenance,60,Medium,01:15,Fixed,Track Maintenance Team,Urgent,Pending,75,0,75,75,OHE,SEC-004,BNC,High,50.39,Medium
BR-33646,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,15:15,±15 min,Track Maintenance Team,Normal,Pending,915,15,900,930,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33647,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,05:15,±30 min,Bridge Inspection Team,Urgent,Pending,315,30,285,345,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33648,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,10:00,±30 min,Track Maintenance Team,Urgent,Pending,600,30,570,630,OHE,SEC-020,AK,Low,40.22,Medium
BR-33649,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33650,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,05:00,±30 min,OHE Team,Normal,Pending,300,30,270,330,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-33651,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,Fixed,OHE Team,Urgent,Pending,1230,0,1230,1230,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33652,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,02:45,±15 min,Track Maintenance Team,Urgent,Pending,165,15,150,180,OHE,SEC-020,AK,Low,40.22,Medium
BR-33653,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,18:30,±15 min,Bridge Inspection Team,Urgent,Pending,1110,15,1095,1125,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33654,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33655,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,Fixed,Track Maintenance Team,Normal,Pending,705,0,705,705,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33656,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33657,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33658,AST-0171,SEC-012,KSRA,Track Inspection,75,High,04:30,±60 min,Track Maintenance Team,Normal,Pending,270,60,210,330,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33659,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:30,±15 min,OHE Team,Normal,Pending,90,15,75,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-33660,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:15,±15 min,Bridge Inspection Team,Normal,Pending,735,15,720,750,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33661,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±30 min,Track Maintenance Team,Normal,Pending,1035,30,1005,1065,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33662,AST-0171,SEC-012,KSRA,Track Inspection,120,High,03:15,±15 min,Track Maintenance Team,Normal,Pending,195,15,180,210,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33663,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,Fixed,Bridge Inspection Team,Normal,Pending,600,0,600,600,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33664,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33665,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33666,AST-0042,SEC-020,SEG,Track Inspection,30,Low,03:00,±60 min,Track Maintenance Team,Normal,Pending,180,60,120,240,Bridge,SEC-020,SEG,High,31.46,Low
BR-33667,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,01:00,±15 min,Bridge Inspection Team,Urgent,Pending,60,15,45,75,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33668,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±60 min,Track Maintenance Team,Normal,Pending,60,60,0,120,Bridge,SEC-026,PRLI,High,61.14,High
BR-33669,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,18:30,±15 min,Bridge Inspection Team,Urgent,Pending,1110,15,1095,1125,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33670,AST-0121,SEC-028,CND,Track Renewal,60,High,19:30,Fixed,Track Maintenance Team,Urgent,Pending,1170,0,1170,1170,Level Crossing,SEC-028,CND,High,69.19,High
BR-33671,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33672,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33673,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,10:15,±30 min,Bridge Inspection Team,Urgent,Pending,615,30,585,645,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33674,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33675,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,18:30,±60 min,Bridge Inspection Team,Urgent,Pending,1110,60,1050,1170,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33676,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±60 min,Track Maintenance Team,Urgent,Pending,420,60,360,480,OHE,SEC-004,BNC,High,50.39,Medium
BR-33677,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-020,SEG,High,31.46,Low
BR-33678,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:30,±60 min,OHE Team,Normal,Pending,90,60,30,150,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-33679,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,OHE,SEC-043,HBJ,High,95.3,Critical
BR-33680,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:30,±30 min,Track Maintenance Team,Normal,Pending,930,30,900,960,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33681,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33682,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630,Track,SEC-022,SUR,High,51.33,Medium
BR-33683,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33684,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33685,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33686,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,08:00,±60 min,Bridge Inspection Team,Urgent,Pending,480,60,420,540,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33687,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:45,±15 min,Signal Team,Normal,Pending,765,15,750,780,OHE,SEC-043,HBJ,High,95.3,Critical
BR-33688,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,05:00,±15 min,Bridge Inspection Team,Normal,Pending,300,15,285,315,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33689,AST-0171,SEC-012,KSRA,Track Inspection,30,High,00:45,±30 min,Track Maintenance Team,Normal,Pending,45,30,15,75,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33690,AST-0171,SEC-012,KSRA,Track Inspection,30,High,21:00,Fixed,Track Maintenance Team,Normal,Pending,1260,0,1260,1260,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33691,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33692,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,Bridge,SEC-043,BINA,High,35.37,Medium
BR-33693,AST-0136,SEC-021,BD,Signal Maintenance,75,Medium,00:45,±30 min,OHE Team,Normal,Pending,45,30,15,75,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33694,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,04:45,±15 min,Track Maintenance Team,Normal,Pending,285,15,270,300,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33695,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,11:15,±15 min,Track Maintenance Team,Normal,Pending,675,15,660,690,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33696,AST-0121,SEC-028,CND,Track Renewal,120,High,04:00,±15 min,Track Maintenance Team,Urgent,Pending,240,15,225,255,Level Crossing,SEC-028,CND,High,69.19,High
BR-33697,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33698,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,Fixed,Track Maintenance Team,Normal,Pending,375,0,375,375,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33699,AST-0049,SEC-025,LTRR,Track Renewal,75,Medium,18:00,±30 min,OHE Team,Normal,Pending,1080,30,1050,1110,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-33700,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,20:00,Fixed,Bridge Inspection Team,Normal,Pending,1200,0,1200,1200,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33701,AST-0121,SEC-028,CND,Track Renewal,30,High,10:45,±15 min,Track Maintenance Team,Urgent,Pending,645,15,630,660,Level Crossing,SEC-028,CND,High,69.19,High
BR-33702,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33703,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:15,±60 min,OHE Team,Normal,Pending,915,60,855,975,Signal,SEC-021,BD,Critical,53.64,Medium
BR-33704,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,08:15,Fixed,Signal Team,Urgent,Pending,495,0,495,495,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33705,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:30,±30 min,Track Maintenance Team,Normal,Pending,810,30,780,840,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33706,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,21:15,±30 min,OHE Team,Urgent,Pending,1275,30,1245,1305,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33707,AST-0059,SEC-021,BD,Track Renewal,45,Medium,15:15,±60 min,Signal Team,Urgent,Pending,915,60,855,975,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33708,AST-0008,SEC-017,ANG,Track Renewal,60,Low,06:15,Fixed,OHE Team,Urgent,Pending,375,0,375,375,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-33709,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-33710,AST-0027,SEC-026,PRLI,Track Inspection,30,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-026,PRLI,High,61.14,High
BR-33711,AST-0027,SEC-026,PRLI,Track Inspection,30,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-33712,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615,OHE,SEC-020,AK,Low,40.22,Medium
BR-33713,AST-0077,SEC-033,DLGN,OHE Inspection,120,Low,12:00,±15 min,Bridge Inspection Team,Urgent,Pending,720,15,705,735,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33714,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,Fixed,OHE Team,Normal,Pending,615,0,615,615,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-33715,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,18:30,±30 min,Bridge Inspection Team,Normal,Pending,1110,30,1080,1140,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33716,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,16:30,±30 min,OHE Team,Urgent,Pending,990,30,960,1020,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33717,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33718,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33719,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,09:45,±30 min,Signal Team,Urgent,Pending,585,30,555,615,Track,SEC-018,BDWD,Low,58.9,Medium
BR-33720,AST-0059,SEC-021,BD,Track Renewal,45,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-33721,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:30,Fixed,Bridge Inspection Team,Normal,Pending,750,0,750,750,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33722,AST-0086,SEC-030,WR,Track Inspection,30,High,21:30,Fixed,Track Maintenance Team,Normal,Pending,1290,0,1290,1290,OHE,SEC-030,WR,Medium,70.23,High
BR-33723,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,±30 min,OHE Team,Urgent,Pending,795,30,765,825,Point Machine,SEC-027,PAU,High,30.47,Low
BR-33724,AST-0141,SEC-022,SUR,Point Machine Maintenance,60,Medium,16:30,±15 min,Track Maintenance Team,Normal,Pending,990,15,975,1005,Track,SEC-022,SUR,High,51.33,Medium
BR-33725,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,12:30,±60 min,Track Maintenance Team,Urgent,Pending,750,60,690,810,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33726,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,12:30,±30 min,Bridge Inspection Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33727,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,12:15,Fixed,Track Maintenance Team,Urgent,Pending,735,0,735,735,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33728,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,22:45,±30 min,Track Maintenance Team,Normal,Pending,1365,30,1335,1395,Bridge,SEC-042,HBD,Low,76.65,High
BR-33729,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,12:30,±30 min,Track Maintenance Team,Urgent,Pending,750,30,720,780,OHE,SEC-033,KVK,High,32.82,Low
BR-33730,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:30,±15 min,OHE Team,Urgent,Pending,930,15,915,945,OHE,SEC-003,JTJ,High,38.52,Medium
BR-33731,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,OHE,SEC-043,HBJ,High,95.3,Critical
BR-33732,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,15:30,±15 min,Track Maintenance Team,Normal,Pending,930,15,915,945,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33733,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,16:15,Fixed,Signal Team,Urgent,Pending,975,0,975,975,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-33734,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,OHE,SEC-043,HBJ,High,95.3,Critical
BR-33735,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,16:00,±30 min,Track Maintenance Team,Normal,Pending,960,30,930,990,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33736,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,08:00,±30 min,Signal Team,Urgent,Pending,480,30,450,510,Signal,SEC-015,JEUR,High,59.96,Medium
BR-33737,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,18:30,±60 min,OHE Team,Urgent,Pending,1110,60,1050,1170,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33738,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±60 min,Track Maintenance Team,Normal,Pending,1035,60,975,1095,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-33739,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,Fixed,Bridge Inspection Team,Normal,Pending,690,0,690,690,OHE,SEC-008,PC,High,60.59,High
BR-33740,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33741,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-33742,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,21:00,±60 min,Signal Team,Urgent,Pending,1260,60,1200,1320,Track,SEC-018,BDWD,Low,58.9,Medium
BR-33743,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-33744,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±30 min,Track Maintenance Team,Urgent,Pending,810,30,780,840,OHE,SEC-004,BNC,High,50.39,Medium
BR-33745,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,16:15,±15 min,OHE Team,Urgent,Pending,975,15,960,990,Bridge,SEC-009,JMD,High,47.35,Medium
BR-33746,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,03:00,Fixed,OHE Team,Normal,Pending,180,0,180,180,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-33747,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,16:45,Fixed,Track Maintenance Team,Normal,Pending,1005,0,1005,1005,Track,SEC-022,SUR,High,51.33,Medium
BR-33748,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,11:30,±60 min,Track Maintenance Team,Normal,Pending,690,60,630,750,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33749,AST-0027,SEC-026,PRLI,Track Inspection,45,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-33750,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,17:00,±60 min,Track Maintenance Team,Urgent,Pending,1020,60,960,1080,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33751,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-33752,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795,Track,SEC-041,GAR,Critical,49.75,Medium
BR-33753,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33754,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-33755,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,06:15,±15 min,Bridge Inspection Team,Normal,Pending,375,15,360,390,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-33756,AST-0063,SEC-019,MKU,Bridge Inspection,90,Low,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Signal,SEC-019,MKU,High,31.08,Low
BR-33757,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33758,AST-0027,SEC-026,PRLI,Track Inspection,30,High,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,Bridge,SEC-026,PRLI,High,61.14,High
BR-33759,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,02:00,±60 min,Track Maintenance Team,Urgent,Pending,120,60,60,180,OHE,SEC-004,BNC,High,50.39,Medium
BR-33760,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-33761,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,16:45,±15 min,Track Maintenance Team,Urgent,Pending,1005,15,990,1020,Signal,SEC-022,NAVI,Medium,75.58,High
BR-33762,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,10:45,Fixed,Bridge Inspection Team,Urgent,Pending,645,0,645,645,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-33763,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,18:15,±30 min,Track Maintenance Team,Urgent,Pending,1095,30,1065,1125,OHE,SEC-033,KVK,High,32.82,Low
