asset_id,section_id,nearest_station_code
AST-33732,SEC-179,SWM
AST-33733,SEC-019,CTH
AST-33734,SEC-427,KKGM
AST-33735,SEC-417,BOY
AST-33736,SEC-222,MGS
AST-33737,SEC-137,UDZ
AST-33738,SEC-184,GWL
AST-33739,SEC-175,BNDM
AST-3374,SEC-307,DSPN
AST-33740,SEC-017,AWY
AST-33741,SEC-251,KMT
AST-33742,SEC-074,LAV
AST-33743,SEC-201,NAD
AST-33744,SEC-183,NYN
AST-33745,SEC-268,TATA
AST-33746,SEC-485,DAL
AST-33747,SEC-426,FKG
AST-33748,SEC-346,MAQ
AST-33749,SEC-368,TWG
AST-3375,SEC-031,AB
AST-33750,SEC-010,KQR
AST-33751,SEC-158,NDLS
AST-33752,SEC-272,SPP
AST-33753,SEC-314,JL
AST-33754,SEC-083,BSB
AST-33755,SEC-086,KIM
AST-33756,SEC-033,BRZ
AST-33757,SEC-279,NRT
AST-33758,SEC-051,ETW
AST-33759,SEC-206,BDJ
AST-3376,SEC-396,NDLS
AST-33760,SEC-324,BLGR
AST-33761,SEC-357,FDB
AST-33762,SEC-296,MTJ
AST-33763,SEC-447,DAO
AST-33764,SEC-428,BBS
AST-33765,SEC-123,TMV
AST-33766,SEC-043,BPL
AST-33767,SEC-350,FUT
AST-33768,SEC-116,TLY
AST-33769,SEC-082,RPH
AST-3377,SEC-024,HGH
AST-33770,SEC-469,CPK
AST-33771,SEC-090,IGP
AST-33772,SEC-185,KGP
AST-33773,SEC-404,BRC
AST-33774,SEC-124,SORO
AST-33775,SEC-221,LKR
AST-33776,SEC-353,UBR
AST-33777,SEC-318,MDNR
AST-33778,SEC-410,HWH
AST-33779,SEC-449,BSDP
AST-3378,SEC-372,PGW
AST-33780,SEC-290,YA
AST-33781,SEC-415,ALD
AST-33782,SEC-272,SC
AST-33783,SEC-210,GATD
AST-33784,SEC-470,CGL
AST-33785,SEC-338,LKR
AST-33786,SEC-032,TNA
AST-33787,SEC-012,SEE
AST-33788,SEC-415,LTT
AST-33789,SEC-428,HBLN
AST-3379,SEC-383,BZA
AST-33790,SEC-255,BRC
AST-33791,SEC-090,AII
AST-33792,SEC-104,BWN
AST-33793,SEC-010,DNKL
AST-33794,SEC-225,LKU
AST-33795,SEC-462,BSR
AST-33796,SEC-116,PVD
AST-33797,SEC-393,DURG
AST-33798,SEC-167,NCJ
AST-33799,SEC-077,DBA
AST-3380,SEC-275,RRB
AST-33800,SEC-489,HGT
AST-33801,SEC-182,BYT
AST-33802,SEC-121,KPY
AST-33803,SEC-364,KTMA
AST-33804,SEC-471,APDJ
AST-33805,SEC-200,KPD
AST-33806,SEC-093,BST
AST-33807,SEC-344,AJJ
AST-33808,SEC-222,KPD
AST-33809,SEC-049,AO
AST-3381,SEC-098,TAC
AST-33810,SEC-082,WR
AST-33811,SEC-474,LAR
AST-33812,SEC-445,BKSC
AST-33813,SEC-133,BHS
AST-33814,SEC-003,BST
AST-33815,SEC-213,MDN
AST-33816,SEC-150,SBPD
AST-33817,SEC-126,ANGL
AST-33818,SEC-067,GHD
AST-33819,SEC-159,NIRA
AST-3382,SEC-318,JAJ
AST-33820,SEC-031,BD
AST-33821,SEC-018,BGK
AST-33822,SEC-373,LMD
AST-33823,SEC-231,RN
AST-33824,SEC-397,PND
AST-33825,SEC-393,YPR
AST-33826,SEC-242,SMBX
AST-33827,SEC-364,ABR
AST-33828,SEC-381,NGP
AST-33829,SEC-165,KOJ
AST-3383,SEC-401,BRYA
AST-33830,SEC-288,VBW
AST-33831,SEC-263,TVP
AST-33832,SEC-453,BWN
AST-33833,SEC-053,GJUT
AST-33834,SEC-151,SBP
AST-33835,SEC-489,BTD
AST-33836,SEC-012,VZM
AST-33837,SEC-353,ATU
AST-33838,SEC-210,PAU
AST-33839,SEC-391,BD
AST-3384,SEC-054,SLO
AST-33840,SEC-090,LAR
AST-33841,SEC-230,GDR
AST-33842,SEC-357,RBK
AST-33843,SEC-019,NBQ
AST-33844,SEC-367,KMT
AST-33845,SEC-106,DGR
AST-33846,SEC-044,RJN
AST-33847,SEC-430,JBP
AST-33848,SEC-103,MNE
AST-33849,SEC-464,PNME
AST-3385,SEC-172,BBS
AST-33850,SEC-397,GZB
AST-33851,SEC-196,CCT
AST-33852,SEC-021,BEH
AST-33853,SEC-354,SC
AST-33854,SEC-338,JBP
AST-33855,SEC-245,ET
AST-33856,SEC-328,TRL
AST-33857,SEC-082,PPI
AST-33858,SEC-277,TDL
AST-33859,SEC-206,NZM
AST-3386,SEC-262,KUR
AST-33860,SEC-059,CWA
AST-33861,SEC-465,BGK
AST-33862,SEC-047,NBQ
AST-33863,SEC-058,PAP
AST-33864,SEC-052,NZM
AST-33865,SEC-468,SBT
AST-33866,SEC-382,SSM
AST-33867,SEC-067,NVG
AST-33868,SEC-488,HPU
AST-33869,SEC-429,SPRD
AST-3387,SEC-333,DRH
AST-33870,SEC-015,LKO
AST-33871,SEC-113,PBH
AST-33872,SEC-096,WL
AST-33873,SEC-244,MTJ
AST-33874,SEC-241,ROHA
AST-33875,SEC-012,SNGP
AST-33876,SEC-412,LTV
AST-33877,SEC-059,JSM
AST-33878,SEC-159,CBF
AST-33879,SEC-155,JBP
AST-3388,SEC-308,GAJ
AST-33880,SEC-324,CLX
AST-33881,SEC-023,ORH
AST-33882,SEC-302,JITE
AST-33883,SEC-215,SLB
AST-33884,SEC-050,PLO
AST-33885,SEC-021,KSG
AST-33886,SEC-087,KSG
AST-33887,SEC-202,KYN
AST-33888,SEC-333,BSL
AST-33889,SEC-197,BIH
AST-3389,SEC-349,VZM
AST-33890,SEC-032,SBC
AST-33891,SEC-084,MKC
AST-33892,SEC-289,GZO
AST-33893,SEC-327,AO
AST-33894,SEC-080,GAR
AST-33895,SEC-106,NLR
AST-33896,SEC-006,MTJ
AST-33897,SEC-129,SFM
AST-33898,SEC-214,KTE
AST-33899,SEC-131,NHT
AST-3390,SEC-358,VM
AST-33900,SEC-074,TCR
AST-33901,SEC-286,NCB
AST-33902,SEC-239,SIR
AST-33903,SEC-209,DPU
AST-33904,SEC-433,RU
AST-33905,SEC-243,CGL
AST-33906,SEC-419,MHJ
AST-33907,SEC-135,DR
AST-33908,SEC-006,JUD
AST-33909,SEC-019,PNBE
AST-3391,SEC-348,BH
AST-33910,SEC-192,ULD
AST-33911,SEC-427,KZJ
AST-33912,SEC-241,G
AST-33913,SEC-252,RFJ
AST-33914,SEC-188,FKG
AST-33915,SEC-217,TLY
AST-33916,SEC-079,TUP
AST-33917,SEC-141,VSKP
AST-33918,SEC-383,LS
AST-33919,SEC-160,MSMD
AST-3392,SEC-150,KYN
AST-33920,SEC-354,PAR
AST-33921,SEC-304,TRL
AST-33922,SEC-365,PNP
AST-33923,SEC-029,KTE
AST-33924,SEC-207,SV
AST-33925,SEC-084,KCI
AST-33926,SEC-039,BBS
AST-33927,SEC-488,TDLE
AST-33928,SEC-004,JL
AST-33929,SEC-408,JUC
AST-3393,SEC-391,YA
AST-33930,SEC-071,PCN
AST-33931,SEC-390,SL
AST-33932,SEC-366,KNW
AST-33933,SEC-442,JUC
AST-33934,SEC-334,KMT
AST-33935,SEC-122,BDC
AST-33936,SEC-077,SC
AST-33937,SEC-050,SUR
AST-33938,SEC-165,CLX
AST-33939,SEC-166,BTS
AST-3394,SEC-221,KY
AST-33940,SEC-167,BBS
AST-33941,SEC-462,ALD
AST-33942,SEC-407,ALD
AST-33943,SEC-227,YLM
AST-33944,SEC-048,HBLN
AST-33945,SEC-042,DMV
AST-33946,SEC-450,PBN
AST-33947,SEC-484,NJP
AST-33948,SEC-105,DAPD
AST-33949,SEC-291,SC
AST-3395,SEC-233,SMBX
AST-33950,SEC-348,BMKI
AST-33951,SEC-409,AK
AST-33952,SEC-134,RE
AST-33953,SEC-279,HAPA
AST-33954,SEC-301,BH
AST-33955,SEC-208,MALB
AST-33956,SEC-218,CPR
AST-33957,SEC-479,KTHU
AST-33958,SEC-341,PLO
AST-33959,SEC-307,DOD
AST-3396,SEC-174,RDM
AST-33960,SEC-119,SDLP
AST-33961,SEC-031,ET
AST-33962,SEC-269,KUE
AST-33963,SEC-126,FDK
AST-33964,SEC-406,AS
AST-33965,SEC-453,JSME
AST-33966,SEC-303,SBPD
AST-33967,SEC-101,ZNA
AST-33968,SEC-369,RU
AST-33969,SEC-429,DHPR
AST-3397,SEC-023,PER
AST-33970,SEC-100,TKD
AST-33971,SEC-208,RN
AST-33972,SEC-322,RMR
AST-33973,SEC-034,KOU
AST-33974,SEC-407,MIPM
AST-33975,SEC-218,KVR
AST-33976,SEC-383,GZB
AST-33977,SEC-304,MBM
AST-33978,SEC-011,TPTY
AST-33979,SEC-051,PAK
AST-3398,SEC-334,NZM
AST-33980,SEC-045,MZP
AST-33981,SEC-177,MUE
AST-33982,SEC-246,NOQ
AST-33983,SEC-484,JTJ
AST-33984,SEC-212,UMD
AST-33985,SEC-442,GATD
AST-33986,SEC-088,CNB
AST-33987,SEC-123,KER
AST-33988,SEC-200,BLGR
AST-33989,SEC-286,TNA
AST-3399,SEC-345,GWL
AST-33990,SEC-207,KNW
AST-33991,SEC-247,AQG
AST-33992,SEC-065,VAPI
AST-33993,SEC-071,GWL
AST-33994,SEC-005,KUR
AST-33995,SEC-162,KP
AST-33996,SEC-256,PVR
AST-33997,SEC-107,JBP
AST-33998,SEC-379,DBA
AST-33999,SEC-471,SC
AST-3400,SEC-440,PVD
AST-34000,SEC-052,KGP
AST-34001,SEC-206,BDL
AST-34002,SEC-316,BINA
AST-34003,SEC-221,BXN
AST-34004,SEC-094,CWA
AST-34005,SEC-158,KOO
AST-34006,SEC-210,NDLS
AST-34007,SEC-130,AWY
AST-34008,SEC-035,HDW
AST-34009,SEC-449,VLR
AST-3401,SEC-115,RPR
AST-34010,SEC-183,CAPE
AST-34011,SEC-199,WL
AST-34012,SEC-271,DDN
AST-34013,SEC-449,MEJ
AST-34014,SEC-147,NMZ
AST-34015,SEC-263,MB
AST-34016,SEC-164,LRD
AST-34017,SEC-135,DURG
AST-34018,SEC-316,NJP
AST-34019,SEC-220,NANR
AST-3402,SEC-428,DWV
AST-34020,SEC-405,GNT
AST-34021,SEC-006,SDE
AST-34022,SEC-315,MRGA
AST-34023,SEC-392,PIP
AST-34024,SEC-034,CDGR
AST-34025,SEC-450,SAU
AST-34026,SEC-469,ADI
AST-34027,SEC-047,ED
AST-34028,SEC-458,JRC
AST-34029,SEC-384,TBM
AST-3403,SEC-140,MWX
AST-34030,SEC-024,LPNR
AST-34031,SEC-392,GHGL
AST-34032,SEC-028,FDB
AST-34033,SEC-024,DSO
AST-34034,SEC-021,LKO
AST-34035,SEC-260,TKN
AST-34036,SEC-079,BKNG
AST-34037,SEC-159,BJP
AST-34038,SEC-177,ST
AST-34039,SEC-172,MKC
AST-3404,SEC-298,NYN
AST-34040,SEC-450,ANH
AST-34041,SEC-324,TLM
AST-34042,SEC-107,SOA
AST-34043,SEC-499,BDTS
AST-34044,SEC-226,MYR
AST-34045,SEC-394,CPR
AST-34046,SEC-049,GOA
AST-34047,SEC-325,RJY
AST-34048,SEC-091,BDAG
AST-34049,SEC-328,DUI
AST-3405,SEC-188,MMS
AST-34050,SEC-221,AWB
AST-34051,SEC-260,WR
AST-34052,SEC-389,VJPJ
AST-34053,SEC-308,WL
AST-34054,SEC-269,GDA
AST-34055,SEC-136,CKI
AST-34056,SEC-213,DRTP
AST-34057,SEC-016,TPJ
AST-34058,SEC-033,BL
AST-34059,SEC-147,TVC
AST-3406,SEC-350,FUT
AST-34060,SEC-179,R
AST-34061,SEC-447,TUNI
AST-34062,SEC-363,J
AST-34063,SEC-167,BINA
AST-34064,SEC-010,AGC
AST-34065,SEC-416,DVD
AST-34066,SEC-452,ON
AST-34067,SEC-171,UHL
AST-34068,SEC-305,NDLS
AST-34069,SEC-137,PPI
AST-3407,SEC-353,BZA
AST-34070,SEC-230,LRJ
AST-34071,SEC-367,TUP
AST-34072,SEC-295,MAJN
AST-34073,SEC-259,RJN
AST-34074,SEC-389,R
AST-34075,SEC-103,AN
AST-34076,SEC-425,SEO
AST-34077,SEC-071,MRA
AST-34078,SEC-425,GMS
AST-34079,SEC-102,YPR
AST-3408,SEC-181,UMB
AST-34080,SEC-317,PURI
AST-34081,SEC-474,MTJ
AST-34082,SEC-280,BWN
AST-34083,SEC-111,ADI
AST-34084,SEC-286,EE
AST-34085,SEC-067,BKNG
AST-34086,SEC-169,TBM
AST-34087,SEC-180,SVJR
AST-34088,SEC-062,SPRD
AST-34089,SEC-234,DRWN
AST-3409,SEC-183,MTJ
AST-34090,SEC-493,MHRG
AST-34091,SEC-147,MZP
AST-34092,SEC-071,BDTS
AST-34093,SEC-083,SWM
AST-34094,SEC-094,ANG
AST-34095,SEC-408,RTM
AST-34096,SEC-219,PTKC
AST-34097,SEC-317,TEL
AST-34098,SEC-205,PRKD
AST-34099,SEC-088,DURG
AST-3410,SEC-494,KPD
AST-34100,SEC-361,BLM
AST-34101,SEC-453,PMP
AST-34102,SEC-318,TVR
AST-34103,SEC-010,CRY
AST-34104,SEC-205,SWM
AST-34105,SEC-001,MSB
AST-34106,SEC-377,PWS
AST-34107,SEC-323,RGO
AST-34108,SEC-318,MURD
AST-34109,SEC-117,CTC
AST-3411,SEC-344,MYR
AST-34110,SEC-220,PNYA
AST-34111,SEC-487,AB
AST-34112,SEC-015,KTE
AST-34113,SEC-118,JNH
AST-34114,SEC-364,CSN
AST-34115,SEC-042,AML
AST-34116,SEC-278,DVG
AST-34117,SEC-412,SBC
AST-34118,SEC-252,MKA
AST-34119,SEC-478,BUDM
AST-3412,SEC-109,DDR
AST-34120,SEC-416,HAT
AST-34121,SEC-311,MOO
AST-34122,SEC-057,JTJ
AST-34123,SEC-302,LTV
AST-34124,SEC-059,SC
AST-34125,SEC-409,MWX
AST-34126,SEC-441,MDS
AST-34127,SEC-188,CLDY
AST-34128,SEC-128,HBD
AST-34129,SEC-064,GD
AST-3413,SEC-440,KMME
AST-34130,SEC-326,WR
AST-34131,SEC-474,BSR
AST-34132,SEC-102,MZR
AST-34133,SEC-350,WL
AST-34134,SEC-445,PBN
AST-34135,SEC-006,BSX
AST-34136,SEC-348,BUDI
AST-34137,SEC-435,CPR
AST-34138,SEC-067,LNL
AST-34139,SEC-050,WPR
AST-3414,SEC-030,ANKX
AST-34140,SEC-188,KUN
AST-34141,SEC-092,AII
AST-34142,SEC-493,TIG
AST-34143,SEC-453,KER
AST-34144,SEC-006,SWR
AST-34145,SEC-386,CHE
AST-34146,SEC-197,MMR
AST-34147,SEC-353,MURI
AST-34148,SEC-439,RMR
AST-34149,SEC-041,KNE
AST-3415,SEC-348,MZP
AST-34150,SEC-418,BXR
AST-34151,SEC-270,RSYI
AST-34152,SEC-166,KZU
AST-34153,SEC-160,BPC
AST-34154,SEC-237,ED
AST-34155,SEC-050,TATA
AST-34156,SEC-291,PKA
AST-34157,SEC-263,MDP
AST-34158,SEC-159,VDD
AST-34159,SEC-047,BTW
AST-3416,SEC-426,TVP
AST-34160,SEC-053,MSH
AST-34161,SEC-262,MJ
AST-34162,SEC-141,SOD
AST-34163,SEC-348,CPS
AST-34164,SEC-372,VTM
AST-34165,SEC-001,PUNE
AST-34166,SEC-386,TCR
AST-34167,SEC-279,BWN
AST-34168,SEC-376,CDGR
AST-34169,SEC-168,FDB
AST-3417,SEC-471,BST
AST-34170,SEC-164,ASR
AST-34171,SEC-226,MTC
AST-34172,SEC-386,BSL
AST-34173,SEC-035,RBL
AST-34174,SEC-037,MXN
AST-34175,SEC-273,KFA
AST-34176,SEC-102,TIR
AST-34177,SEC-283,GHR
AST-34178,SEC-390,GGN
AST-34179,SEC-313,MOZ
AST-3418,SEC-139,ST
AST-34180,SEC-468,CVP
AST-34181,SEC-308,MDS
AST-34182,SEC-194,KMT
AST-34183,SEC-268,BNR
AST-34184,SEC-396,AF
AST-34185,SEC-354,TQA
AST-34186,SEC-104,BARH
AST-34187,SEC-180,APR
AST-34188,SEC-031,JNU
AST-34189,SEC-079,NLR
AST-3419,SEC-422,DVD
AST-34190,SEC-322,BSB
AST-34191,SEC-434,GWL
AST-34192,SEC-150,DVD
AST-34193,SEC-437,PDKN
AST-34194,SEC-028,VZM
AST-34195,SEC-287,EKMA
AST-34196,SEC-160,PTJ
AST-34197,SEC-177,BXA
AST-34198,SEC-432,PUNE
AST-34199,SEC-094,SDL
AST-3420,SEC-476,UBL
AST-34200,SEC-004,MGS
AST-34201,SEC-158,FTP
AST-34202,SEC-471,JER
AST-34203,SEC-362,SDB
AST-34204,SEC-120,SGLA
AST-34205,SEC-149,VRI
AST-34206,SEC-159,KMT
AST-34207,SEC-187,BCH
AST-34208,SEC-429,MZL
AST-34209,SEC-224,BHC
AST-3421,SEC-122,BKP
AST-34210,SEC-350,TATA
AST-34211,SEC-182,TDL
AST-34212,SEC-396,PKR
AST-34213,SEC-155,PNU
AST-34214,SEC-036,SKJ
AST-34215,SEC-084,ASN
AST-34216,SEC-192,BZA
AST-34217,SEC-066,KNSR
AST-34218,SEC-381,MDP
AST-34219,SEC-211,CEL
AST-3422,SEC-076,HRV
AST-34220,SEC-474,SGS
AST-34221,SEC-023,BXR
AST-34222,SEC-364,MRJ
AST-34223,SEC-325,SDT
AST-34224,SEC-194,JU
AST-34225,SEC-086,BOE
AST-34226,SEC-491,DLI
AST-34227,SEC-139,JL
AST-34228,SEC-425,DJG
AST-34229,SEC-444,JBP
AST-3423,SEC-282,SM
AST-34230,SEC-192,RU
AST-34231,SEC-437,GZB
AST-34232,SEC-374,BSL
AST-34233,SEC-290,KLAR
AST-34234,SEC-045,JIND
AST-34235,SEC-233,BCN
AST-34236,SEC-354,CNB
AST-34237,SEC-104,SSPN
AST-34238,SEC-032,MMR
AST-34239,SEC-089,G
AST-3424,SEC-446,THVM
AST-34240,SEC-430,HWH
AST-34241,SEC-424,NNA
AST-34242,SEC-375,TLH
AST-34243,SEC-079,AME
AST-34244,SEC-270,JITE
AST-34245,SEC-158,MMH
AST-34246,SEC-377,MABD
AST-34247,SEC-269,SMBJ
AST-34248,SEC-187,KNN
AST-34249,SEC-299,SRC
AST-3425,SEC-436,BWN
AST-34250,SEC-152,BSB
AST-34251,SEC-042,CDM
AST-34252,SEC-143,HWH
AST-34253,SEC-413,BINA
AST-34254,SEC-484,MKP
AST-34255,SEC-182,HRNR
AST-34256,SEC-054,PUK
AST-34257,SEC-160,PAP
AST-34258,SEC-220,BPRD
AST-34259,SEC-451,NDD
AST-3426,SEC-291,MJA
AST-34260,SEC-176,JNH
AST-34261,SEC-003,UJN
AST-34262,SEC-025,BVRT
AST-34263,SEC-331,PUNE
AST-34264,SEC-159,BKP
AST-34265,SEC-369,NOK
AST-34266,SEC-399,SRE
AST-34267,SEC-161,JRLE
AST-34268,SEC-003,VZM
AST-34269,SEC-109,BLGR
AST-3427,SEC-217,PVPT
AST-34270,SEC-025,PSB
AST-34271,SEC-386,DNR
AST-34272,SEC-263,ALD
AST-34273,SEC-115,GD
AST-34274,SEC-127,ANGL
AST-34275,SEC-431,ASN
AST-34276,SEC-348,SUR
AST-34277,SEC-298,JRC
AST-34278,SEC-400,DGI
AST-34279,SEC-478,KPG
AST-3428,SEC-058,BH
AST-34280,SEC-221,VSKP
AST-34281,SEC-468,CAP
AST-34282,SEC-479,KOJ
AST-34283,SEC-036,KEI
AST-34284,SEC-485,FAN
AST-34285,SEC-325,PSA
AST-34286,SEC-068,SWM
AST-34287,SEC-320,JP
AST-34288,SEC-360,BKI
AST-34289,SEC-414,KSNG
AST-3429,SEC-465,SMBX
AST-34290,SEC-173,RDM
AST-34291,SEC-324,BDNP
AST-34292,SEC-329,LBA
AST-34293,SEC-396,ROZA
AST-34294,SEC-055,BXR
AST-34295,SEC-054,ET
AST-34296,SEC-358,JUDW
AST-34297,SEC-080,RPJ
AST-34298,SEC-030,BVRT
AST-34299,SEC-073,YT
AST-3430,SEC-148,ANVT
AST-34300,SEC-338,ANGL
AST-34301,SEC-100,BUP
AST-34302,SEC-337,FD
AST-34303,SEC-199,MAN
AST-34304,SEC-029,BTA
AST-34305,SEC-296,PUNE
AST-34306,SEC-475,BLM
AST-34307,SEC-340,MKP
AST-34308,SEC-170,SMBX
AST-34309,SEC-123,DLK
AST-3431,SEC-296,APR
AST-34310,SEC-313,DOS
AST-34311,SEC-404,FKM
AST-34312,SEC-437,AWY
AST-34313,SEC-024,LS
AST-34314,SEC-495,KPG
AST-34315,SEC-187,MYS
AST-34316,SEC-269,TK
AST-34317,SEC-231,KRE
AST-34318,SEC-056,ED
AST-34319,SEC-470,BDPL
AST-3432,SEC-108,SC
AST-34320,SEC-099,NAD
AST-34321,SEC-102,KPN
AST-34322,SEC-450,DNKL
AST-34323,SEC-491,CLT
AST-34324,SEC-184,JNL
AST-34325,SEC-476,VLR
AST-34326,SEC-207,DLN
AST-34327,SEC-297,CNB
AST-34328,SEC-034,VM
AST-34329,SEC-138,MNE
AST-3433,SEC-063,KUN
AST-34330,SEC-049,SNSI
AST-34331,SEC-335,KGG
AST-34332,SEC-107,BRZ
AST-34333,SEC-084,SPT
AST-34334,SEC-260,BDJ
AST-34335,SEC-187,GTM
AST-34336,SEC-077,DGR
AST-34337,SEC-401,DNT
AST-34338,SEC-151,SBR
AST-34339,SEC-119,KGM
AST-3434,SEC-471,KGP
AST-34340,SEC-079,GKB
AST-34341,SEC-255,DNA
AST-34342,SEC-444,AK
AST-34343,SEC-226,BHC
AST-34344,SEC-380,DGR
AST-34345,SEC-146,PSA
AST-34346,SEC-454,DNEA
AST-34347,SEC-044,NKE
AST-34348,SEC-499,DHN
AST-34349,SEC-494,ANND
AST-3435,SEC-091,STA
AST-34350,SEC-234,MAUR
AST-34351,SEC-195,BXN
AST-34352,SEC-447,BSP
AST-34353,SEC-469,RJY
AST-34354,SEC-199,LKO
AST-34355,SEC-254,KFA
AST-34356,SEC-211,GB
AST-34357,SEC-205,NJP
AST-34358,SEC-159,KMC
AST-34359,SEC-045,GAR
AST-3436,SEC-499,SA
AST-34360,SEC-292,BSL
AST-34361,SEC-331,BST
AST-34362,SEC-264,KKLR
AST-34363,SEC-039,SBG
AST-34364,SEC-348,GWL
AST-34365,SEC-206,BKP
AST-34366,SEC-395,KJT
AST-34367,SEC-238,SIOB
AST-34368,SEC-202,LDH
AST-34369,SEC-363,MRTL
AST-3437,SEC-007,BFT
AST-34370,SEC-207,PGRL
AST-34371,SEC-433,KYQ
AST-34372,SEC-281,SHR
AST-34373,SEC-241,BLTR
AST-34374,SEC-327,LKN
AST-34375,SEC-314,NOQ
AST-34376,SEC-304,RC
AST-34377,SEC-402,KUR
AST-34378,SEC-149,NLDA
AST-34379,SEC-473,MV
AST-3438,SEC-141,PNU
AST-34380,SEC-090,AGI
AST-34381,SEC-258,ANG
AST-34382,SEC-154,LKO
AST-34383,SEC-334,QLN
AST-34384,SEC-181,BKO
AST-34385,SEC-013,KBJ
AST-34386,SEC-362,WFD
AST-34387,SEC-029,DLK
AST-34388,SEC-103,CAPE
AST-34389,SEC-050,KMBL
AST-3439,SEC-210,BST
AST-34390,SEC-327,KVM
AST-34391,SEC-029,NZM
AST-34392,SEC-192,MRDW
AST-34393,SEC-445,SZM
AST-34394,SEC-093,BJU
AST-34395,SEC-381,TVP
AST-34396,SEC-144,MDS
AST-34397,SEC-255,HPT
AST-34398,SEC-156,PAK
AST-34399,SEC-356,MAS
AST-3440,SEC-329,KMT
AST-34400,SEC-010,PFM
AST-34401,SEC-363,MML
AST-34402,SEC-303,SDV
AST-34403,SEC-011,KTQ
AST-34404,SEC-318,MKC
AST-34405,SEC-021,BKN
AST-34406,SEC-473,KBM
AST-34407,SEC-295,VJPJ
AST-34408,SEC-480,BUI
AST-34409,SEC-143,OGL
AST-3441,SEC-275,RQP
AST-34410,SEC-141,RNC
AST-34411,SEC-444,KNE
AST-34412,SEC-055,GZN
AST-34413,SEC-101,BKI
AST-34414,SEC-042,VZM
AST-34415,SEC-091,CPK
AST-34416,SEC-481,ATH
AST-34417,SEC-334,GGC
AST-34418,SEC-255,GTNR
AST-34419,SEC-289,PNBE
AST-3442,SEC-370,DNKL
AST-34420,SEC-366,DOTL
AST-34421,SEC-395,DOS
AST-34422,SEC-208,BHUJ
AST-34423,SEC-220,BAQ
AST-34424,SEC-241,IDG
AST-34425,SEC-249,DSO
AST-34426,SEC-132,KZJ
AST-34427,SEC-294,BXA
AST-34428,SEC-097,DND
AST-34429,SEC-478,SOD
AST-3443,SEC-205,BKO
AST-34430,SEC-453,KPD
AST-34431,SEC-107,JTJ
AST-34432,SEC-186,MYR
AST-34433,SEC-130,GTM
AST-34434,SEC-016,BPHB
AST-34435,SEC-317,PLO
AST-34436,SEC-295,KOTA
AST-34437,SEC-026,ABR
AST-34438,SEC-459,GPH
AST-34439,SEC-230,JMP
AST-3444,SEC-427,CAN
AST-34440,SEC-334,BBS
AST-34441,SEC-017,TLGP
AST-34442,SEC-120,WNG
AST-34443,SEC-311,LAR
AST-34444,SEC-407,JIND
AST-34445,SEC-415,MDU
AST-34446,SEC-306,BD
AST-34447,SEC-159,BSL
AST-34448,SEC-464,BWN
AST-34449,SEC-152,JHS
AST-3445,SEC-215,JBP
AST-34450,SEC-465,PRR
AST-34451,SEC-200,KKAH
AST-34452,SEC-133,NVG
AST-34453,SEC-427,CHZ
AST-34454,SEC-015,KMT
AST-34455,SEC-058,SEO
AST-34456,SEC-052,TRVL
AST-34457,SEC-215,YPR
AST-34458,SEC-081,BNLW
AST-34459,SEC-215,TLD
AST-3446,SEC-137,MUE
AST-34460,SEC-054,DLGN
AST-34461,SEC-491,COR
AST-34462,SEC-327,PPI
AST-34463,SEC-027,NNGE
AST-34464,SEC-363,BXN
AST-34465,SEC-253,NZD
AST-34466,SEC-458,GNG
AST-34467,SEC-077,APR
AST-34468,SEC-016,DG
AST-34469,SEC-233,DLK
AST-3447,SEC-158,ERN
AST-34470,SEC-076,KTE
AST-34471,SEC-437,DEC
AST-34472,SEC-172,GOC
AST-34473,SEC-384,SRR
AST-34474,SEC-097,DINR
AST-34475,SEC-132,DBR
AST-34476,SEC-486,BRYA
AST-34477,SEC-386,BOE
AST-34478,SEC-151,EE
AST-34479,SEC-135,AMPA
AST-3448,SEC-259,BIG
AST-34480,SEC-252,PGRL
AST-34481,SEC-457,MRA
AST-34482,SEC-023,NGP
AST-34483,SEC-320,CPS
AST-34484,SEC-316,BAM
AST-34485,SEC-484,SC
AST-34486,SEC-466,GAM
AST-34487,SEC-152,JSM
AST-34488,SEC-095,NCB
AST-34489,SEC-108,NGG
AST-3449,SEC-455,MDE
AST-34490,SEC-090,BPQ
AST-34491,SEC-382,CNGR
AST-34492,SEC-180,WKI
AST-34493,SEC-442,CLT
AST-34494,SEC-493,SA
AST-34495,SEC-057,BER
AST-34496,SEC-192,ALD
AST-34497,SEC-460,DR
AST-34498,SEC-026,TK
AST-34499,SEC-304,RN
AST-3450,SEC-067,BBU
AST-34500,SEC-133,DOL
AST-34501,SEC-383,GD
AST-34502,SEC-055,BDL
AST-34503,SEC-304,BL
AST-34504,SEC-056,MOZ
AST-34505,SEC-148,PCH
AST-34506,SEC-320,PVD
AST-34507,SEC-051,IDG
AST-34508,SEC-388,WL
AST-34509,SEC-023,FKG
AST-3451,SEC-408,DRI
AST-34510,SEC-477,MLDT
AST-34511,SEC-327,JIND
AST-34512,SEC-119,MKP
AST-34513,SEC-186,GAYA
AST-34514,SEC-068,NVS
AST-34515,SEC-361,KLTR
AST-34516,SEC-177,TIG
AST-34517,SEC-121,SGG
AST-34518,SEC-039,KIUL
AST-34519,SEC-439,BHS
AST-3452,SEC-461,YA
AST-34520,SEC-455,KMNC
AST-34521,SEC-369,CKB
