existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min,station Code,Station Name
EB-35287,,AST-5749,SEC-021,AMH,Engineering Block,05:16,06:01,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-01-16,316,361,45,AMH,AZAMGARH
EB-35288,,AST-7075,SEC-308,JSME,Engineering Block,15:58,17:28,90,OHE Team,Active,Normal,Existing/Committed,2026-05-16,958,1048,90,JSME,JASIDIH JN
EB-35289,,AST-8830,SEC-386,FSP,Maintenance Block,01:31,02:16,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-11-14,91,136,45,FSP,FATEH SINGHPURA
EB-35290,,AST-0420,SEC-012,KSG,Engineering Block,19:01,20:31,90,OHE Team,Confirmed,High,Existing/Committed,2024-05-21,1141,1231,90,KSG,KISHANGARH
EB-35291,,AST-2607,SEC-453,BLGR,Planned Block,05:28,05:58,30,Signal Team,Planned,Normal,Existing/Committed,2025-10-03,328,358,30,BLGR,BALANGIR
EB-35292,,AST-6934,SEC-365,MQR,Maintenance Block,19:52,20:37,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-06-10,1192,1237,45,MQR,MALKHAID ROAD
EB-35293,,AST-1779,SEC-273,DOTL,Maintenance Block,11:57,13:57,120,OHE Team,Planned,High,Existing/Committed,2025-02-27,717,837,120,DOTL,DEOTALA
EB-35294,,AST-1750,SEC-462,GAYA,Planned Block,11:08,12:38,90,Signal Team,Planned,Normal,Existing/Committed,2025-05-06,668,758,90,GAYA,GAYA JN
EB-35295,,AST-0168,SEC-039,PPI,Planned Block,12:51,13:51,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-06-29,771,831,60,PPI,PIPARIYA
EB-35296,,AST-9059,SEC-315,MKA,Maintenance Block,20:25,21:10,45,Track Maintenance Team,Active,High,Existing/Committed,2024-11-07,1225,1270,45,MKA,MOKAMEH JN
EB-35297,,AST-5592,SEC-278,AKP,Maintenance Block,17:26,19:26,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2023-12-23,1046,1166,120,AKP,ANAKAPALLE
EB-35298,,AST-5217,SEC-465,SEH,Maintenance Block,14:21,15:06,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-02-15,861,906,45,SEH,SEHORE
EB-35299,,AST-0822,SEC-151,AF,Engineering Block,15:57,17:57,120,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-06-24,957,1077,120,AF,AGRA FORT
EB-35300,,AST-4332,SEC-336,HJI,Planned Block,18:44,20:44,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-02-16,1124,1244,120,HJI,HOJAI
EB-35301,,AST-6140,SEC-444,AGI,Maintenance Block,23:16,00:01,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-02-08,1396,1,45,AGI,AMGURI
EB-35302,,AST-9211,SEC-343,PTJ,Maintenance Block,03:40,04:10,30,Signal Team,Confirmed,High,Existing/Committed,2024-02-02,220,250,30,PTJ,PODANUR JN
EB-35303,,AST-4293,SEC-487,SNGP,Maintenance Block,08:46,10:16,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-01-05,526,616,90,SNGP,SINGHPUR
EB-35304,,AST-1056,SEC-411,JMP,Maintenance Block,13:10,13:40,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-11-30,790,820,30,JMP,JAMALPUR JN
EB-35305,,AST-9584,SEC-097,LTV,Maintenance Block,17:25,18:55,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-06-20,1045,1135,90,LTV,LOTARVA
EB-35306,,AST-0423,SEC-468,RANI,Engineering Block,17:33,19:33,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-03-08,1053,1173,120,RANI,RANI
EB-35307,,AST-1771,SEC-476,LAR,Maintenance Block,23:54,00:54,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-09-16,1434,54,60,LAR,LALITPUR
EB-35308,,AST-9330,SEC-142,CH,Maintenance Block,03:33,05:33,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-04-06,213,333,120,CH,CHANDAUSI JN
EB-35309,,AST-4498,SEC-287,BAND,Maintenance Block,04:35,05:20,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-04-28,275,320,45,BAND,BANASWADI
EB-35310,,AST-0368,SEC-126,ANTU,Maintenance Block,01:30,03:30,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-06-29,90,210,120,ANTU,ANTU
EB-35311,,AST-9660,SEC-391,SNAR,Maintenance Block,21:54,22:39,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-07,1314,1359,45,SNAR,SRINAGAR
EB-35312,,AST-1051,SEC-216,VAPI,Maintenance Block,15:24,15:54,30,Signal Team,Confirmed,Normal,Existing/Committed,2025-12-14,924,954,30,VAPI,VAPI
EB-35313,,AST-8373,SEC-458,SLI,Planned Block,04:44,06:44,120,Track Maintenance Team,Active,Normal,Existing/Committed,2026-03-18,284,404,120,SLI,SANGLI
EB-35314,,AST-8814,SEC-330,VSKP,Maintenance Block,19:52,20:22,30,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-07-24,1192,1222,30,VSKP,VISAKHAPATNAM
EB-35315,,AST-2751,SEC-105,PAY,Planned Block,08:56,09:56,60,Signal Team,Planned,High,Existing/Committed,2025-04-16,536,596,60,PAY,PAYYANUR
EB-35316,,AST-9889,SEC-056,KPD,Maintenance Block,10:39,12:09,90,Signal Team,Planned,Normal,Existing/Committed,2024-12-30,639,729,90,KPD,KATPADI JN
EB-35317,,AST-9427,SEC-105,AJK,Engineering Block,19:19,19:49,30,Bridge Inspection Team,Planned,High,Existing/Committed,2024-01-23,1159,1189,30,AJK,AJAKOLLU
EB-35318,,AST-8554,SEC-050,TUP,Maintenance Block,06:01,06:31,30,OHE Team,Active,Normal,Existing/Committed,2024-09-03,361,391,30,TUP,TIRUPPUR
EB-35319,,AST-8187,SEC-450,POA,Maintenance Block,02:03,03:33,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-12,123,213,90,POA,PALLIKONA
EB-35320,,AST-9384,SEC-004,MXA,Maintenance Block,12:34,13:19,45,OHE Team,Active,Normal,Existing/Committed,2024-02-06,754,799,45,MXA,MARAUDA
EB-35321,,AST-0503,SEC-174,BCH,Planned Block,16:00,17:00,60,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-12-25,960,1020,60,BCH,BERCHHA
EB-35322,,AST-3557,SEC-090,BXN,Maintenance Block,17:24,18:54,90,Signal Team,Planned,Normal,Existing/Committed,2024-11-28,1044,1134,90,BXN,BAYANA JN
EB-35323,,AST-1118,SEC-253,BWN,Engineering Block,02:40,04:10,90,Signal Team,Planned,Normal,Existing/Committed,2025-05-03,160,250,90,BWN,BARDDHAMAN JN
EB-35324,,AST-2031,SEC-126,HUP,Planned Block,11:18,12:18,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-06-28,678,738,60,HUP,HINDUPUR
EB-35325,,AST-7911,SEC-480,KTHU,Engineering Block,21:51,22:36,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-07-24,1311,1356,45,KTHU,KATHUA
EB-35326,,AST-0776,SEC-183,GUNA,Maintenance Block,21:14,23:14,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-04-24,1274,1394,120,GUNA,GUNA
EB-35327,,AST-8756,SEC-092,TNA,Planned Block,08:44,09:29,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-18,524,569,45,TNA,THANE
EB-35328,,AST-8740,SEC-232,JAJ,Planned Block,17:13,18:43,90,OHE Team,Active,High,Existing/Committed,2025-12-18,1033,1123,90,JAJ,JHAJHA
EB-35329,,AST-9003,SEC-386,GDR,Engineering Block,02:16,03:46,90,OHE Team,Active,Normal,Existing/Committed,2024-10-17,136,226,90,GDR,GUDUR JN
EB-35330,,AST-9574,SEC-140,MAR,Planned Block,09:41,11:11,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-10,581,671,90,MAR,MULANUR
EB-35331,,AST-6832,SEC-054,PUNE,Planned Block,03:03,04:03,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-29,183,243,60,PUNE,PUNE JN
EB-35332,,AST-8832,SEC-353,MBNR,Engineering Block,19:06,19:51,45,OHE Team,Active,Normal,Existing/Committed,2024-07-21,1146,1191,45,MBNR,MAHBUBNAGAR
EB-35333,,AST-5911,SEC-121,KSH,Planned Block,05:21,07:21,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-06,321,441,120,KSH,KALI SINDH
EB-35334,,AST-8239,SEC-136,ASN,Planned Block,04:42,06:42,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-11-15,282,402,120,ASN,ASANSOL JN
EB-35335,,AST-6130,SEC-232,BPL,Maintenance Block,05:16,06:01,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-08-03,316,361,45,BPL,BHOPAL JN
EB-35336,,AST-4912,SEC-492,BHC,Engineering Block,16:12,17:27,75,OHE Team,Planned,Normal,Existing/Committed,2025-03-17,972,1047,75,BHC,BHADRAK
EB-35337,,AST-3702,SEC-118,BGM,Maintenance Block,13:18,15:18,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-29,798,918,120,BGM,BELGAUM
EB-35338,,AST-2848,SEC-257,MSZ,Maintenance Block,13:15,14:30,75,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-05-07,795,870,75,MSZ,MANSA
EB-35339,,AST-9790,SEC-273,NLR,Maintenance Block,13:31,14:01,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-11-23,811,841,30,NLR,NELLORE
EB-35340,,AST-1459,SEC-056,AME,Maintenance Block,08:44,09:44,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-10-05,524,584,60,AME,AMETHI
EB-35341,,AST-7253,SEC-036,PPI,Planned Block,00:24,02:24,120,Track Maintenance Team,Active,Normal,Existing/Committed,2025-02-21,24,144,120,PPI,PIPARIYA
EB-35342,,AST-7907,SEC-049,BJU,Maintenance Block,20:26,21:41,75,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-07-21,1226,1301,75,BJU,BARAUNI JN
EB-35343,,AST-2500,SEC-073,BNN,Maintenance Block,15:38,17:08,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-02-19,938,1028,90,BNN,BARNALA
EB-35344,,AST-4824,SEC-169,KRS,Planned Block,03:46,04:46,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-04-05,226,286,60,KRS,KARISATH
EB-35345,,AST-8337,SEC-085,DVL,Planned Block,02:48,04:03,75,Signal Team,Planned,Normal,Existing/Committed,2025-03-02,168,243,75,DVL,DEVLALI
EB-35346,,AST-1551,SEC-426,SOJN,Engineering Block,18:01,19:16,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-01-07,1081,1156,75,SOJN,SIHOR GUJARAT
EB-35347,,AST-2759,SEC-069,BGP,Maintenance Block,05:05,05:50,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-07-31,305,350,45,BGP,BHAGALPUR
EB-35348,,AST-9679,SEC-251,KMT,Engineering Block,15:07,15:52,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-09-01,907,952,45,KMT,KHAMMAM
EB-35349,,AST-9410,SEC-191,ALER,Engineering Block,01:01,01:31,30,OHE Team,Planned,Normal,Existing/Committed,2026-02-23,61,91,30,ALER,ALER
EB-35350,,AST-9697,SEC-423,PNBE,Maintenance Block,18:55,19:55,60,OHE Team,Active,Normal,Existing/Committed,2025-11-19,1135,1195,60,PNBE,PATNA JN
EB-35351,,AST-6544,SEC-494,BKI,Maintenance Block,11:31,12:46,75,OHE Team,Active,Normal,Existing/Committed,2025-05-21,691,766,75,BKI,BANDIKUI JN
EB-35352,,AST-7967,SEC-174,AMB,Maintenance Block,22:37,00:07,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-10-23,1357,7,90,AMB,AMBODALA
EB-35353,,AST-3308,SEC-430,NSL,Maintenance Block,04:53,05:53,60,OHE Team,Active,Normal,Existing/Committed,2025-04-07,293,353,60,NSL,NAGARSOL
EB-35354,,AST-5972,SEC-271,SLKR,Maintenance Block,02:08,02:53,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-04-08,128,173,45,SLKR,SALKAROAD
EB-35355,,AST-4811,SEC-379,SKJ,Maintenance Block,14:28,15:13,45,Signal Team,Planned,High,Existing/Committed,2024-06-09,868,913,45,SKJ,SAHIBPUR KML JN
EB-35356,,AST-5065,SEC-160,BRKA,Planned Block,04:12,05:42,90,Signal Team,Active,Normal,Existing/Committed,2025-07-19,252,342,90,BRKA,BARKA KANA
EB-35357,,AST-4285,SEC-314,AMRO,Maintenance Block,10:43,12:43,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-13,643,763,120,AMRO,AMROHA
EB-35358,,AST-3774,SEC-490,TLY,Planned Block,06:57,08:27,90,OHE Team,Confirmed,Normal,Existing/Committed,2025-09-04,417,507,90,TLY,THALASSERY
EB-35359,,AST-7877,SEC-288,DHN,Engineering Block,05:18,06:03,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-05-03,318,363,45,DHN,DHANBAD JN
EB-35360,,AST-0667,SEC-461,NYN,Maintenance Block,06:59,07:44,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-05-02,419,464,45,NYN,NAINI
EB-35361,,AST-4054,SEC-464,BWT,Engineering Block,14:13,15:43,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-06-11,853,943,90,BWT,BANGARAPET
EB-35362,,AST-9650,SEC-157,BTE,Maintenance Block,13:15,14:45,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-06-26,795,885,90,BTE,BHARATPUR JN
EB-35363,,AST-7804,SEC-259,CAP,Maintenance Block,18:33,19:33,60,Track Maintenance Team,Planned,High,Existing/Committed,2024-11-26,1113,1173,60,CAP,CHATRAPUR
EB-35364,,AST-1250,SEC-406,LNL,Planned Block,04:24,05:24,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-02-04,264,324,60,LNL,LONAVALA
EB-35365,,AST-5223,SEC-411,NDN,Maintenance Block,21:58,22:43,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-04-16,1318,1363,45,NDN,NARDANA
EB-35366,,AST-1525,SEC-172,UBL,Engineering Block,20:04,21:19,75,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-02-09,1204,1279,75,UBL,HUBLI JN
EB-35367,,AST-9326,SEC-124,STP,Maintenance Block,03:59,05:29,90,OHE Team,Planned,High,Existing/Committed,2024-06-21,239,329,90,STP,SITAPUR
EB-35368,,AST-0493,SEC-433,HMRR,Engineering Block,07:39,08:39,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-22,459,519,60,HMRR,HAMARAPUR
EB-35369,,AST-6576,SEC-202,CBE,Maintenance Block,03:20,03:50,30,Signal Team,Planned,High,Existing/Committed,2025-09-18,200,230,30,CBE,COIMBATORE JN
EB-35370,,AST-5132,SEC-427,MDR,Maintenance Block,13:35,14:35,60,OHE Team,Planned,Normal,Existing/Committed,2025-08-06,815,875,60,MDR,MADHIRA
EB-35371,,AST-4002,SEC-286,BLS,Maintenance Block,12:59,13:44,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-24,779,824,45,BLS,BALASORE
EB-35372,,AST-0630,SEC-029,RSR,Engineering Block,17:58,19:58,120,OHE Team,Active,Normal,Existing/Committed,2025-03-04,1078,1198,120,RSR,RASRA
EB-35373,,AST-4630,SEC-043,BSL,Planned Block,13:23,14:53,90,Signal Team,Confirmed,High,Existing/Committed,2025-03-14,803,893,90,BSL,BHUSAVAL JN
EB-35374,,AST-2597,SEC-324,JAJ,Planned Block,08:28,09:13,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-08-29,508,553,45,JAJ,JHAJHA
EB-35375,,AST-6834,SEC-471,KVZ,Engineering Block,23:21,01:21,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-06-27,1401,81,120,KVZ,KAVALI
EB-35376,,AST-9587,SEC-224,CIL,Maintenance Block,04:16,05:16,60,OHE Team,Active,Normal,Existing/Committed,2024-08-12,256,316,60,CIL,CHILBILA JN
EB-35377,,AST-8105,SEC-441,KNSR,Engineering Block,12:26,13:41,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-03-25,746,821,75,KNSR,KANASAR
EB-35378,,AST-9886,SEC-483,BRC,Engineering Block,07:27,08:42,75,OHE Team,Confirmed,High,Existing/Committed,2026-02-19,447,522,75,BRC,VADODARA JN
EB-35379,,AST-3005,SEC-080,KOTA,Maintenance Block,14:18,15:33,75,Signal Team,Confirmed,Normal,Existing/Committed,2025-12-15,858,933,75,KOTA,KOTA JN
EB-35380,,AST-8187,SEC-450,POA,Planned Block,04:41,06:41,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-15,281,401,120,POA,PALLIKONA
EB-35381,,AST-1880,SEC-347,MALM,Maintenance Block,07:45,09:00,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-05,465,540,75,MALM,MANTHRALAYAM RD
EB-35382,,AST-8471,SEC-135,SHG,Planned Block,01:01,01:46,45,OHE Team,Confirmed,Normal,Existing/Committed,2023-12-16,61,106,45,SHG,SHAHGANJ JN
EB-35383,,AST-2652,SEC-263,PUT,Maintenance Block,14:37,16:07,90,Signal Team,Confirmed,Normal,Existing/Committed,2024-11-20,877,967,90,PUT,PUTTUR
EB-35384,,AST-8088,SEC-030,SBC,Maintenance Block,07:00,08:30,90,OHE Team,Active,Normal,Existing/Committed,2023-12-30,420,510,90,SBC,BANGALORE CY JN
EB-35385,,AST-4110,SEC-421,CAG,Maintenance Block,11:50,13:05,75,OHE Team,Active,Normal,Existing/Committed,2024-04-17,710,785,75,CAG,CHHABRA GUGOR
EB-35386,,AST-3751,SEC-311,MQ,Engineering Block,14:56,16:11,75,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-08-15,896,971,75,MQ,MANNARGUDI
EB-35387,,AST-1021,SEC-468,HWH,Maintenance Block,17:08,17:38,30,OHE Team,Planned,Normal,Existing/Committed,2026-04-14,1028,1058,30,HWH,HOWRAH JN
EB-35388,,AST-1246,SEC-161,RPH,Maintenance Block,04:06,05:36,90,Signal Team,Active,Normal,Existing/Committed,2025-06-22,246,336,90,RPH,RAMPUR HAT
EB-35389,,AST-9903,SEC-428,KDPA,Maintenance Block,23:27,23:57,30,Signal Team,Confirmed,Normal,Existing/Committed,2026-01-23,1407,1437,30,KDPA,KHADAPA
EB-35390,,AST-7857,SEC-131,CLJ,Maintenance Block,17:07,18:07,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-04-13,1027,1087,60,CLJ,COLONELGANJ
EB-35391,,AST-3397,SEC-023,PER,Maintenance Block,13:28,14:13,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-08-03,808,853,45,PER,PERAMBUR
EB-35392,,AST-5067,SEC-108,JSG,Maintenance Block,02:33,03:18,45,Bridge Inspection Team,Active,High,Existing/Committed,2026-06-15,153,198,45,JSG,JHARSUGUDA JN
EB-35393,,AST-9876,SEC-312,MTJ,Maintenance Block,14:43,15:28,45,OHE Team,Planned,Normal,Existing/Committed,2024-02-27,883,928,45,MTJ,MATHURA JN
EB-35394,,AST-8035,SEC-055,KRD,Maintenance Block,12:17,13:02,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-11-26,737,782,45,KRD,KARAD
EB-35395,,AST-7546,SEC-294,SGG,Planned Block,01:26,02:26,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-04-08,86,146,60,SGG,SULTANGANJ
EB-35396,,AST-8217,SEC-226,JHD,Maintenance Block,14:53,16:53,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-02-12,893,1013,120,JHD,JEHANABAD
EB-35397,,AST-1356,SEC-059,VSKP,Maintenance Block,13:10,14:10,60,Signal Team,Planned,Normal,Existing/Committed,2026-03-12,790,850,60,VSKP,VISAKHAPATNAM
EB-35398,,AST-5903,SEC-379,UMB,Engineering Block,13:28,14:13,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-12-01,808,853,45,UMB,AMBALA CANT JN
EB-35399,,AST-2116,SEC-106,AII,Maintenance Block,08:09,09:09,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-08-10,489,549,60,AII,AJMER JN
EB-35400,,AST-4760,SEC-192,PVU,Engineering Block,09:37,10:22,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-04-01,577,622,45,PVU,PARAVUR
EB-35401,,AST-4682,SEC-441,TKJ,Engineering Block,20:50,22:20,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-03,1250,1340,90,TKJ,TILAK BRIDGE
EB-35402,,AST-0940,SEC-315,FUT,Maintenance Block,00:13,01:13,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-23,13,73,60,FUT,FATWA
EB-35403,,AST-7070,SEC-333,MNGD,Planned Block,01:09,02:09,60,Signal Team,Planned,Normal,Existing/Committed,2026-05-22,69,129,60,MNGD,MUNIGUDA
EB-35404,,AST-3952,SEC-496,HTZ,Maintenance Block,11:34,12:19,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-08-02,694,739,45,HTZ,HATHIDAH JN
EB-35405,,AST-6124,SEC-175,CLT,Maintenance Block,11:45,12:30,45,Track Maintenance Team,Planned,High,Existing/Committed,2024-11-16,705,750,45,CLT,KOZHIKODE
EB-35406,,AST-2781,SEC-047,KYN,Maintenance Block,19:38,20:38,60,Signal Team,Confirmed,High,Existing/Committed,2024-06-28,1178,1238,60,KYN,KALYAN JN
EB-35407,,AST-6040,SEC-048,NJP,Maintenance Block,15:47,17:02,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-09-24,947,1022,75,NJP,NEW JALPAIGURI
EB-35408,,AST-6821,SEC-152,OBR,Engineering Block,11:49,13:19,90,OHE Team,Confirmed,Normal,Existing/Committed,2023-12-28,709,799,90,OBR,OBRA DAM
EB-35409,,AST-7076,SEC-186,DO,Engineering Block,14:11,14:56,45,Signal Team,Planned,Normal,Existing/Committed,2024-02-09,851,896,45,DO,DAUSA
EB-35410,,AST-5589,SEC-026,VPT,Planned Block,00:14,00:59,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-03-11,14,59,45,VPT,VIRUDUNAGAR JN
EB-35411,,AST-3679,SEC-222,MGRL,Maintenance Block,19:14,20:29,75,OHE Team,Active,Normal,Existing/Committed,2026-07-24,1154,1229,75,MGRL,MANGROLLA
EB-35412,,AST-4254,SEC-349,PTJ,Maintenance Block,06:11,07:11,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-01-17,371,431,60,PTJ,PODANUR JN
EB-35413,,AST-6208,SEC-409,FAN,Maintenance Block,06:14,06:59,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-05-01,374,419,45,FAN,FATEHNAGAR
EB-35414,,AST-5465,SEC-415,PPI,Planned Block,03:21,04:06,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-06-07,201,246,45,PPI,PIPARIYA
EB-35415,,AST-9345,SEC-351,HWH,Engineering Block,04:13,05:28,75,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-04-27,253,328,75,HWH,HOWRAH JN
EB-35416,,AST-2995,SEC-273,CLKA,Maintenance Block,15:52,16:52,60,OHE Team,Active,High,Existing/Committed,2024-07-20,952,1012,60,CLKA,CHILKA
EB-35417,,AST-0084,SEC-044,JHS,Engineering Block,13:34,15:34,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-10-04,814,934,120,JHS,JHANSI JN
EB-35418,,AST-5982,SEC-408,NGAN,Maintenance Block,02:34,03:19,45,Signal Team,Planned,High,Existing/Committed,2026-03-31,154,199,45,NGAN,NAGAON
EB-35419,,AST-7064,SEC-058,MJ,Maintenance Block,04:08,05:38,90,Signal Team,Planned,Normal,Existing/Committed,2025-02-21,248,338,90,MJ,MARWAR JN
EB-35420,,AST-4884,SEC-431,SVPI,Maintenance Block,21:33,22:03,30,Signal Team,Active,Normal,Existing/Committed,2025-12-01,1293,1323,30,SVPI,SHIVPURI
EB-35421,,AST-3085,SEC-415,UDL,Engineering Block,17:52,18:22,30,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-06-22,1072,1102,30,UDL,ANDAL JN
EB-35422,,AST-7960,SEC-138,FZD,Engineering Block,04:33,06:33,120,Bridge Inspection Team,Active,High,Existing/Committed,2026-07-21,273,393,120,FZD,FIROZABAD
EB-35423,,AST-8920,SEC-285,NDLS,Maintenance Block,11:07,13:07,120,OHE Team,Active,Normal,Existing/Committed,2026-05-12,667,787,120,NDLS,NEW DELHI
EB-35424,,AST-9073,SEC-491,ST,Maintenance Block,04:10,05:10,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-03-30,250,310,60,ST,SURAT
EB-35425,,AST-8994,SEC-267,KPQ,Engineering Block,12:38,13:38,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-07-23,758,818,60,KPQ,KANNAPURAM
EB-35426,,AST-3958,SEC-278,ERS,Maintenance Block,16:29,17:59,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-08-13,989,1079,90,ERS,ERNAKULAM JN
EB-35427,,AST-0123,SEC-010,NGN,Engineering Block,17:49,18:49,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-02-26,1069,1129,60,NGN,NANDGAON
EB-35428,,AST-0898,SEC-127,DDN,Planned Block,17:55,18:40,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-05-04,1075,1120,45,DDN,DEHRADUN
EB-35429,,AST-9733,SEC-141,VPDA,Planned Block,08:34,09:34,60,Signal Team,Confirmed,Normal,Existing/Committed,2024-09-03,514,574,60,VPDA,VIDYAPATIDHAM
EB-35430,,AST-3307,SEC-321,BXR,Maintenance Block,05:49,06:49,60,Track Maintenance Team,Planned,High,Existing/Committed,2025-08-23,349,409,60,BXR,BUXAR
EB-35431,,AST-0087,SEC-041,JBP,Maintenance Block,11:47,12:32,45,Signal Team,Active,Normal,Existing/Committed,2024-12-15,707,752,45,JBP,JABALPUR
EB-35432,,AST-2764,SEC-428,MBNR,Maintenance Block,04:00,04:45,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-15,240,285,45,MBNR,MAHBUBNAGAR
EB-35433,,AST-4667,SEC-484,GKP,Engineering Block,03:15,04:00,45,OHE Team,Confirmed,High,Existing/Committed,2026-03-22,195,240,45,GKP,GORAKHPUR JN
EB-35434,,AST-6868,SEC-361,CVP,Maintenance Block,16:11,16:56,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-04-13,971,1016,45,CVP,KOVILPATTI
EB-35435,,AST-1610,SEC-297,CRY,Maintenance Block,08:38,09:23,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-01-28,518,563,45,CRY,CHIRAYINKIL
EB-35436,,AST-5935,SEC-077,JL,Planned Block,21:37,23:37,120,Signal Team,Confirmed,High,Existing/Committed,2025-06-25,1297,1417,120,JL,JALGAON JN
EB-35437,,AST-5734,SEC-486,RJT,Maintenance Block,22:54,23:39,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-17,1374,1419,45,RJT,RAJKOT JN
EB-35438,,AST-0925,SEC-345,JP,Planned Block,05:27,06:42,75,Signal Team,Confirmed,Normal,Existing/Committed,2024-07-21,327,402,75,JP,JAIPUR
