block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,station Code,Station Name
BR-31530,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,DLGN,DHALGAON
BR-31531,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,Fixed,Bridge Inspection Team,Urgent,Pending,630,0,630,630,DLGN,DHALGAON
BR-31532,AST-0049,SEC-025,LTRR,Track Renewal,45,Medium,14:15,±30 min,OHE Team,Normal,Pending,855,30,825,885,LTRR,LATUR ROAD
BR-31533,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±60 min,Bridge Inspection Team,Urgent,Pending,900,60,840,960,DLGN,DHALGAON
BR-31534,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,15:45,±15 min,Track Maintenance Team,Normal,Pending,945,15,930,960,NAVI,NEW AMRAVATI
BR-31535,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,SEG,SHEGAON
BR-31536,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,14:00,±60 min,Bridge Inspection Team,Normal,Pending,840,60,780,900,ARAG,ARAG
BR-31537,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,JTJ,JOLARPETTAI
BR-31538,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,16:15,Fixed,Track Maintenance Team,Normal,Pending,975,0,975,975,NAVI,NEW AMRAVATI
BR-31539,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,PRLI,PARLI VAIJNATH
BR-31540,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,05:00,±15 min,OHE Team,Normal,Pending,300,15,285,315,MZR,MURTAJAPUR
BR-31541,AST-0049,SEC-025,LTRR,Track Renewal,120,Medium,17:45,±60 min,OHE Team,Normal,Pending,1065,60,1005,1125,LTRR,LATUR ROAD
BR-31542,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615,JL,JALGAON JN
BR-31543,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:15,±15 min,OHE Team,Normal,Pending,915,15,900,930,BD,BADNERA JN
BR-31544,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,19:00,±30 min,OHE Team,Urgent,Pending,1140,30,1110,1170,JMD,JAMDHA
BR-31545,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,18:30,±30 min,Track Maintenance Team,Urgent,Pending,1110,30,1080,1140,KVK,KAVATHE MAHANKL
BR-31546,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,12:45,±30 min,Track Maintenance Team,Urgent,Pending,765,30,735,795,NAVI,NEW AMRAVATI
BR-31547,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,Fixed,Track Maintenance Team,Normal,Pending,60,0,60,60,PRLI,PARLI VAIJNATH
BR-31548,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,15:00,±30 min,Track Maintenance Team,Urgent,Pending,900,30,870,930,NAVI,NEW AMRAVATI
BR-31549,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,05:45,±30 min,Bridge Inspection Team,Urgent,Pending,345,30,315,375,DLGN,DHALGAON
BR-31550,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765,ARAG,ARAG
BR-31551,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:30,Fixed,Signal Team,Normal,Pending,750,0,750,750,HBJ,HABIBGANJ
BR-31552,AST-0027,SEC-026,PRLI,Track Inspection,45,High,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035,PRLI,PARLI VAIJNATH
BR-31553,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:15,±30 min,Signal Team,Normal,Pending,915,30,885,945,JTJ,JOLARPETTAI
BR-31554,AST-0121,SEC-028,CND,Track Renewal,30,High,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020,CND,CHANDUR
BR-31555,AST-0171,SEC-012,KSRA,Track Inspection,60,High,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,KSRA,KASARA
BR-31556,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,11:00,±15 min,Track Maintenance Team,Urgent,Pending,660,15,645,675,NAVI,NEW AMRAVATI
BR-31557,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:00,±15 min,OHE Team,Urgent,Pending,1140,15,1125,1155,PAU,PURNA JN
BR-31558,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260,JMD,JAMDHA
BR-31559,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,14:00,±30 min,Bridge Inspection Team,Urgent,Pending,840,30,810,870,DLGN,DHALGAON
BR-31560,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,19:15,±30 min,Bridge Inspection Team,Normal,Pending,1155,30,1125,1185,ANG,AHMADNAGAR
BR-31561,AST-0104,SEC-038,HD,Signal Maintenance,30,High,21:00,Fixed,Signal Team,Normal,Pending,1260,0,1260,1260,HD,HARDA
BR-31562,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035,NAVI,NEW AMRAVATI
BR-31563,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,11:00,±30 min,Track Maintenance Team,Urgent,Pending,660,30,630,690,NAVI,NEW AMRAVATI
BR-31564,AST-0063,SEC-019,MKU,Bridge Inspection,75,Low,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,MKU,MALKAPUR
BR-31565,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-31566,AST-0171,SEC-012,KSRA,Track Inspection,60,High,19:00,±15 min,Track Maintenance Team,Normal,Pending,1140,15,1125,1155,KSRA,KASARA
BR-31567,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,05:45,±15 min,Signal Team,Urgent,Pending,345,15,330,360,DHI,DHULE
BR-31568,AST-0059,SEC-021,BD,Rail Grinding,60,Medium,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,BD,BADNERA JN
BR-31569,AST-0086,SEC-030,WR,Track Inspection,90,High,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765,WR,WARDHA JN
BR-31570,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,04:45,±30 min,Bridge Inspection Team,Urgent,Pending,285,30,255,315,DLGN,DHALGAON
BR-31571,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,Fixed,OHE Team,Urgent,Pending,795,0,795,795,PAU,PURNA JN
BR-31572,AST-0163,SEC-050,RPH,Point Machine Maintenance,90,Critical,07:30,Fixed,Track Maintenance Team,Urgent,Pending,450,0,450,450,RPH,RAMPUR HAT
BR-31573,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,21:30,±30 min,Bridge Inspection Team,Normal,Pending,1290,30,1260,1320,GAR,GADARWARA
BR-31574,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,±15 min,Track Maintenance Team,Normal,Pending,270,15,255,285,PRLI,PARLI VAIJNATH
BR-31575,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,08:15,±30 min,Bridge Inspection Team,Urgent,Pending,495,30,465,525,DLGN,DHALGAON
BR-31576,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,16:45,±30 min,Track Maintenance Team,Urgent,Pending,1005,30,975,1035,NAVI,NEW AMRAVATI
BR-31577,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,DLGN,DHALGAON
BR-31578,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-31579,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,15:00,±60 min,Track Maintenance Team,Normal,Pending,900,60,840,960,NAVI,NEW AMRAVATI
BR-31580,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,12:30,Fixed,Signal Team,Normal,Pending,750,0,750,750,MKU,MALKAPUR
BR-31581,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,Fixed,OHE Team,Urgent,Pending,915,0,915,915,JTJ,JOLARPETTAI
BR-31582,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:30,±30 min,OHE Team,Urgent,Pending,810,30,780,840,PAU,PURNA JN
BR-31583,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,15:45,Fixed,Track Maintenance Team,Urgent,Pending,945,0,945,945,KVK,KAVATHE MAHANKL
BR-31584,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-31585,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,18:30,±30 min,Bridge Inspection Team,Normal,Pending,1110,30,1080,1140,GAR,GADARWARA
BR-31586,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795,ARAG,ARAG
BR-31587,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,VSKP,VISAKHAPATNAM
BR-31588,AST-0121,SEC-028,CND,Track Renewal,90,High,21:45,±30 min,Track Maintenance Team,Urgent,Pending,1305,30,1275,1335,CND,CHANDUR
BR-31589,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±30 min,Track Maintenance Team,Urgent,Pending,1065,30,1035,1095,BNC,BANGALORE CANT
BR-31590,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,01:45,±30 min,OHE Team,Normal,Pending,105,30,75,135,BD,BADNERA JN
BR-31591,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,Fixed,Signal Team,Normal,Pending,1335,0,1335,1335,JTJ,JOLARPETTAI
BR-31592,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,18:30,Fixed,Bridge Inspection Team,Normal,Pending,1110,0,1110,1110,GAR,GADARWARA
BR-31593,AST-0121,SEC-028,CND,Track Renewal,45,High,14:15,±30 min,Track Maintenance Team,Urgent,Pending,855,30,825,885,CND,CHANDUR
BR-31594,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630,SUR,SOLAPUR JN
BR-31595,AST-0008,SEC-017,ANG,Track Renewal,75,Low,17:00,±60 min,OHE Team,Urgent,Pending,1020,60,960,1080,ANG,AHMADNAGAR
BR-31596,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,HBJ,HABIBGANJ
BR-31597,AST-0183,SEC-008,PC,Signal Maintenance,30,High,02:15,±30 min,Bridge Inspection Team,Normal,Pending,135,30,105,165,PC,PACHORA JN
BR-31598,AST-0117,SEC-043,HBJ,Signal Maintenance,45,Critical,19:15,±30 min,Signal Team,Normal,Pending,1155,30,1125,1185,HBJ,HABIBGANJ
BR-31599,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,HWH,HOWRAH JN
BR-31600,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,12:00,±30 min,OHE Team,Normal,Pending,720,30,690,750,LTRR,LATUR ROAD
BR-31601,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,16:45,Fixed,Bridge Inspection Team,Urgent,Pending,1005,0,1005,1005,JEUR,JEUR
BR-31602,AST-0042,SEC-020,SEG,Track Inspection,30,Low,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480,SEG,SHEGAON
BR-31603,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,DLGN,DHALGAON
BR-31604,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,Fixed,Track Maintenance Team,Normal,Pending,270,0,270,270,PRLI,PARLI VAIJNATH
BR-31605,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,15:15,±15 min,Track Maintenance Team,Normal,Pending,915,15,900,930,NAVI,NEW AMRAVATI
BR-31606,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,01:00,±30 min,Bridge Inspection Team,Normal,Pending,60,30,30,90,ANG,AHMADNAGAR
BR-31607,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-31608,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765,ARAG,ARAG
BR-31609,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,Fixed,Track Maintenance Team,Normal,Pending,1290,0,1290,1290,PRLI,PARLI VAIJNATH
BR-31610,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,PRLI,PARLI VAIJNATH
BR-31611,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:15,±15 min,Track Maintenance Team,Normal,Pending,735,15,720,750,ARAG,ARAG
BR-31612,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,16:00,±30 min,Track Maintenance Team,Normal,Pending,960,30,930,990,NAVI,NEW AMRAVATI
BR-31613,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,HWH,HOWRAH JN
BR-31614,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-31615,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,Fixed,Bridge Inspection Team,Urgent,Pending,585,0,585,585,JL,JALGAON JN
BR-31616,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,07:30,Fixed,Track Maintenance Team,Urgent,Pending,450,0,450,450,RPH,RAMPUR HAT
BR-31617,AST-0059,SEC-021,BD,Track Renewal,60,Medium,01:00,Fixed,Signal Team,Urgent,Pending,60,0,60,60,BD,BADNERA JN
BR-31618,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,PRLI,PARLI VAIJNATH
BR-31619,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,03:30,±15 min,Track Maintenance Team,Normal,Pending,210,15,195,225,BD,BADNERA JN
BR-31620,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:45,±30 min,Bridge Inspection Team,Normal,Pending,825,30,795,855,ARAG,ARAG
BR-31621,AST-0086,SEC-030,WR,Track Inspection,75,High,02:45,±60 min,Track Maintenance Team,Normal,Pending,165,60,105,225,WR,WARDHA JN
BR-31622,AST-0042,SEC-020,SEG,Track Inspection,75,Low,16:00,±30 min,Track Maintenance Team,Normal,Pending,960,30,930,990,SEG,SHEGAON
BR-31623,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±15 min,OHE Team,Normal,Pending,105,15,90,120,HWH,HOWRAH JN
BR-31624,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-31625,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,SUR,SOLAPUR JN
BR-31626,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,PRLI,PARLI VAIJNATH
BR-31627,AST-0027,SEC-026,PRLI,Track Inspection,60,High,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780,PRLI,PARLI VAIJNATH
BR-31628,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120,HWH,HOWRAH JN
BR-31629,AST-0171,SEC-012,KSRA,Track Inspection,45,High,06:15,±30 min,Track Maintenance Team,Normal,Pending,375,30,345,405,KSRA,KASARA
BR-31630,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,HBJ,HABIBGANJ
BR-31631,AST-0121,SEC-028,CND,Track Renewal,120,High,07:15,±30 min,Track Maintenance Team,Urgent,Pending,435,30,405,465,CND,CHANDUR
BR-31632,AST-0117,SEC-043,HBJ,Signal Maintenance,60,Critical,19:15,Fixed,Signal Team,Normal,Pending,1155,0,1155,1155,HBJ,HABIBGANJ
BR-31633,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,02:45,±15 min,Signal Team,Urgent,Pending,165,15,150,180,JEUR,JEUR
BR-31634,AST-0121,SEC-028,CND,Track Renewal,30,High,08:00,±30 min,Track Maintenance Team,Urgent,Pending,480,30,450,510,CND,CHANDUR
BR-31635,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,11:45,±15 min,Signal Team,Urgent,Pending,705,15,690,720,DHI,DHULE
BR-31636,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,02:45,±30 min,Bridge Inspection Team,Urgent,Pending,165,30,135,195,JEUR,JEUR
BR-31637,AST-0197,SEC-020,AK,OHE Inspection,75,Medium,02:15,Fixed,Track Maintenance Team,Urgent,Pending,135,0,135,135,AK,AKOLA JN
BR-31638,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720,PC,PACHORA JN
BR-31639,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,12:30,±30 min,Signal Team,Urgent,Pending,750,30,720,780,BDWD,BODWAD
BR-31640,AST-0139,SEC-004,BNC,Signal Maintenance,60,Medium,01:15,±30 min,Track Maintenance Team,Urgent,Pending,75,30,45,105,BNC,BANGALORE CANT
BR-31641,AST-0183,SEC-008,PC,Signal Maintenance,90,High,14:00,±15 min,Bridge Inspection Team,Normal,Pending,840,15,825,855,PC,PACHORA JN
BR-31642,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,06:45,±30 min,Bridge Inspection Team,Normal,Pending,405,30,375,435,GAR,GADARWARA
BR-31643,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-31644,AST-0104,SEC-038,HD,Signal Maintenance,75,High,04:00,Fixed,Signal Team,Normal,Pending,240,0,240,240,HD,HARDA
BR-31645,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,BD,BADNERA JN
BR-31646,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,14:15,Fixed,Signal Team,Urgent,Pending,855,0,855,855,BDWD,BODWAD
BR-31647,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,Fixed,Bridge Inspection Team,Normal,Pending,375,0,375,375,ANG,AHMADNAGAR
BR-31648,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,07:30,±15 min,Bridge Inspection Team,Urgent,Pending,450,15,435,465,JEUR,JEUR
BR-31649,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,05:00,Fixed,OHE Team,Normal,Pending,300,0,300,300,MZR,MURTAJAPUR
BR-31650,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±60 min,OHE Team,Normal,Pending,75,60,15,135,HWH,HOWRAH JN
BR-31651,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,20:45,±15 min,OHE Team,Urgent,Pending,1245,15,1230,1260,JMD,JAMDHA
BR-31652,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-31653,AST-0027,SEC-026,PRLI,Track Inspection,60,High,13:30,±15 min,Track Maintenance Team,Normal,Pending,810,15,795,825,PRLI,PARLI VAIJNATH
BR-31654,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,09:45,±30 min,Signal Team,Urgent,Pending,585,30,555,615,BDWD,BODWAD
BR-31655,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,12:00,±30 min,Track Maintenance Team,Urgent,Pending,720,30,690,750,NAVI,NEW AMRAVATI
BR-31656,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,17:30,±30 min,Signal Team,Urgent,Pending,1050,30,1020,1080,BDWD,BODWAD
BR-31657,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-31658,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,09:00,±30 min,OHE Team,Normal,Pending,540,30,510,570,LTRR,LATUR ROAD
BR-31659,AST-0049,SEC-025,LTRR,Track Renewal,120,Medium,06:30,±15 min,OHE Team,Normal,Pending,390,15,375,405,LTRR,LATUR ROAD
BR-31660,AST-0104,SEC-038,HD,Signal Maintenance,30,High,04:30,Fixed,Signal Team,Normal,Pending,270,0,270,270,HD,HARDA
BR-31661,AST-0027,SEC-026,PRLI,Track Inspection,60,High,18:00,±30 min,Track Maintenance Team,Normal,Pending,1080,30,1050,1110,PRLI,PARLI VAIJNATH
BR-31662,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,17:00,±15 min,Track Maintenance Team,Normal,Pending,1020,15,1005,1035,SUR,SOLAPUR JN
BR-31663,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,10:30,±15 min,OHE Team,Normal,Pending,630,15,615,645,LTRR,LATUR ROAD
BR-31664,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:15,±30 min,OHE Team,Urgent,Pending,735,30,705,765,PAU,PURNA JN
BR-31665,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:00,±60 min,Bridge Inspection Team,Normal,Pending,780,60,720,840,ARAG,ARAG
BR-31666,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,20:15,±30 min,Signal Team,Urgent,Pending,1215,30,1185,1245,DHI,DHULE
BR-31667,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:30,±60 min,OHE Team,Normal,Pending,90,60,30,150,HWH,HOWRAH JN
BR-31668,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645,BDWD,BODWAD
BR-31669,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:15,±15 min,OHE Team,Normal,Pending,195,15,180,210,BD,BADNERA JN
BR-31670,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±30 min,Track Maintenance Team,Urgent,Pending,1065,30,1035,1095,BNC,BANGALORE CANT
BR-31671,AST-0121,SEC-028,CND,Track Renewal,60,High,14:00,±30 min,Track Maintenance Team,Urgent,Pending,840,30,810,870,CND,CHANDUR
BR-31672,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-31673,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,NAVI,NEW AMRAVATI
BR-31674,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±30 min,OHE Team,Urgent,Pending,720,30,690,750,PAU,PURNA JN
BR-31675,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-31676,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,02:45,±15 min,Track Maintenance Team,Urgent,Pending,165,15,150,180,KVK,KAVATHE MAHANKL
BR-31677,AST-0171,SEC-012,KSRA,Track Inspection,30,High,21:00,±30 min,Track Maintenance Team,Normal,Pending,1260,30,1230,1290,KSRA,KASARA
BR-31678,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,15:15,±30 min,Track Maintenance Team,Urgent,Pending,915,30,885,945,NAVI,NEW AMRAVATI
BR-31679,AST-0183,SEC-008,PC,Signal Maintenance,30,High,14:15,±30 min,Bridge Inspection Team,Normal,Pending,855,30,825,885,PC,PACHORA JN
BR-31680,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,21:30,±30 min,Bridge Inspection Team,Normal,Pending,1290,30,1260,1320,GAR,GADARWARA
BR-31681,AST-0059,SEC-021,BD,Track Renewal,30,Medium,15:15,±30 min,Signal Team,Urgent,Pending,915,30,885,945,BD,BADNERA JN
BR-31682,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-31683,AST-0047,SEC-017,ANG,Track Inspection,90,Critical,16:30,±15 min,Bridge Inspection Team,Normal,Pending,990,15,975,1005,ANG,AHMADNAGAR
BR-31684,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±60 min,OHE Team,Urgent,Pending,720,60,660,780,PAU,PURNA JN
BR-31685,AST-0059,SEC-021,BD,Track Renewal,45,Medium,04:45,±30 min,Signal Team,Urgent,Pending,285,30,255,315,BD,BADNERA JN
BR-31686,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,ARAG,ARAG
BR-31687,AST-0059,SEC-021,BD,Track Renewal,60,Medium,04:30,Fixed,Signal Team,Urgent,Pending,270,0,270,270,BD,BADNERA JN
BR-31688,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:30,±30 min,Bridge Inspection Team,Normal,Pending,1170,30,1140,1200,ANG,AHMADNAGAR
BR-31689,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,14:00,±15 min,Track Maintenance Team,Normal,Pending,840,15,825,855,HBD,HOSHANGABAD
BR-31690,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,NAVI,NEW AMRAVATI
BR-31691,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,12:00,±15 min,Track Maintenance Team,Urgent,Pending,720,15,705,735,NAVI,NEW AMRAVATI
BR-31692,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,16:15,±30 min,Signal Team,Urgent,Pending,975,30,945,1005,JEUR,JEUR
BR-31693,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,Fixed,Track Maintenance Team,Urgent,Pending,585,0,585,585,AK,AKOLA JN
BR-31694,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,10:15,±30 min,Bridge Inspection Team,Urgent,Pending,615,30,585,645,DLGN,DHALGAON
BR-31695,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,NAVI,NEW AMRAVATI
