block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min
BR-30742,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,16:00,±30 min,Bridge Inspection Team,Urgent,Pending,960,30,930,990
BR-30743,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,±60 min,Bridge Inspection Team,Normal,Pending,375,60,315,435
BR-30744,AST-0197,SEC-020,AK,OHE Inspection,60,Medium,02:15,±15 min,Track Maintenance Team,Urgent,Pending,135,15,120,150
BR-30745,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:15,Fixed,Track Maintenance Team,Normal,Pending,795,0,795,795
BR-30746,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:30,±60 min,Track Maintenance Team,Normal,Pending,810,60,750,870
BR-30747,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,17:45,±15 min,Bridge Inspection Team,Normal,Pending,1065,15,1050,1080
BR-30748,AST-0171,SEC-012,KSRA,Track Inspection,30,High,03:45,±60 min,Track Maintenance Team,Normal,Pending,225,60,165,285
BR-30749,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,17:30,Fixed,Signal Team,Urgent,Pending,1050,0,1050,1050
BR-30750,AST-0077,SEC-033,DLGN,OHE Inspection,75,Low,12:45,±30 min,Bridge Inspection Team,Urgent,Pending,765,30,735,795
BR-30751,AST-0086,SEC-030,WR,Track Inspection,30,High,05:00,±30 min,Track Maintenance Team,Normal,Pending,300,30,270,330
BR-30752,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,14:45,±30 min,OHE Team,Urgent,Pending,885,30,855,915
BR-30753,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±30 min,Track Maintenance Team,Normal,Pending,600,30,570,630
BR-30754,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,10:15,±30 min,Track Maintenance Team,Urgent,Pending,615,30,585,645
BR-30755,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720
BR-30756,AST-0059,SEC-021,BD,Track Renewal,60,Medium,00:45,±30 min,Signal Team,Urgent,Pending,45,30,15,75
BR-30757,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780
BR-30758,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,09:00,±30 min,Signal Team,Urgent,Pending,540,30,510,570
BR-30759,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765
BR-30760,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:15,Fixed,OHE Team,Normal,Pending,195,0,195,195
BR-30761,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,19:30,±30 min,Signal Team,Urgent,Pending,1170,30,1140,1200
BR-30762,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,00:45,±30 min,OHE Team,Normal,Pending,45,30,15,75
BR-30763,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-30764,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,13:30,±60 min,Signal Team,Urgent,Pending,810,60,750,870
BR-30765,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±15 min,Track Maintenance Team,Normal,Pending,120,15,105,135
BR-30766,AST-0171,SEC-012,KSRA,Track Inspection,75,High,14:30,Fixed,Track Maintenance Team,Normal,Pending,870,0,870,870
BR-30767,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,Fixed,Signal Team,Normal,Pending,45,0,45,45
BR-30768,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,19:15,±30 min,Bridge Inspection Team,Normal,Pending,1155,30,1125,1185
BR-30769,AST-0042,SEC-020,SEG,Track Inspection,30,Low,07:30,±15 min,Track Maintenance Team,Normal,Pending,450,15,435,465
BR-30770,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-30771,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945
BR-30772,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-30773,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780
BR-30774,AST-0183,SEC-008,PC,Signal Maintenance,30,High,16:45,±15 min,Bridge Inspection Team,Normal,Pending,1005,15,990,1020
BR-30775,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±60 min,Bridge Inspection Team,Normal,Pending,600,60,540,660
BR-30776,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,20:30,±60 min,Signal Team,Urgent,Pending,1230,60,1170,1290
BR-30777,AST-0183,SEC-008,PC,Signal Maintenance,30,High,19:00,Fixed,Bridge Inspection Team,Normal,Pending,1140,0,1140,1140
BR-30778,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±60 min,Bridge Inspection Team,Normal,Pending,600,60,540,660
BR-30779,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:30,±30 min,Track Maintenance Team,Normal,Pending,630,30,600,660
BR-30780,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,14:45,±30 min,Track Maintenance Team,Normal,Pending,885,30,855,915
BR-30781,AST-0122,SEC-042,HBD,Bridge Inspection,75,High,13:45,±15 min,Track Maintenance Team,Normal,Pending,825,15,810,840
BR-30782,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,17:30,±15 min,Signal Team,Urgent,Pending,1050,15,1035,1065
BR-30783,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,15:15,Fixed,Bridge Inspection Team,Normal,Pending,915,0,915,915
BR-30784,AST-0008,SEC-017,ANG,Track Renewal,45,Low,19:15,±15 min,OHE Team,Urgent,Pending,1155,15,1140,1170
BR-30785,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105
BR-30786,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,14:30,Fixed,Bridge Inspection Team,Normal,Pending,870,0,870,870
BR-30787,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810
BR-30788,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,02:30,Fixed,OHE Team,Normal,Pending,150,0,150,150
BR-30789,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,Fixed,OHE Team,Urgent,Pending,1230,0,1230,1230
BR-30790,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245
BR-30791,AST-0021,SEC-021,MZR,Signal Maintenance,120,High,02:15,Fixed,OHE Team,Normal,Pending,135,0,135,135
BR-30792,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,15:45,Fixed,Bridge Inspection Team,Urgent,Pending,945,0,945,945
BR-30793,AST-0121,SEC-028,CND,Track Renewal,60,High,19:45,±30 min,Track Maintenance Team,Urgent,Pending,1185,30,1155,1215
BR-30794,AST-0126,SEC-041,GAR,Track Inspection,45,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-30795,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,±15 min,Bridge Inspection Team,Normal,Pending,375,15,360,390
BR-30796,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645
BR-30797,AST-0070,SEC-018,BDWD,Track Inspection,45,Medium,04:00,Fixed,Signal Team,Urgent,Pending,240,0,240,240
BR-30798,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,08:00,±60 min,Signal Team,Urgent,Pending,480,60,420,540
BR-30799,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-30800,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,12:45,±30 min,OHE Team,Normal,Pending,765,30,735,795
BR-30801,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,09:45,±30 min,Signal Team,Urgent,Pending,585,30,555,615
BR-30802,AST-0070,SEC-018,BDWD,Track Inspection,120,Medium,20:30,±60 min,Signal Team,Urgent,Pending,1230,60,1170,1290
BR-30803,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,03:15,±30 min,OHE Team,Normal,Pending,195,30,165,225
BR-30804,AST-0127,SEC-010,DHI,Point Machine Maintenance,30,Medium,21:30,Fixed,Signal Team,Urgent,Pending,1290,0,1290,1290
BR-30805,AST-0086,SEC-030,WR,Track Inspection,60,High,05:00,Fixed,Track Maintenance Team,Normal,Pending,300,0,300,300
BR-30806,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,13:15,±30 min,Track Maintenance Team,Urgent,Pending,795,30,765,825
BR-30807,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,05:45,±15 min,Signal Team,Urgent,Pending,345,15,330,360
BR-30808,AST-0008,SEC-017,ANG,Track Renewal,30,Low,01:00,±15 min,OHE Team,Urgent,Pending,60,15,45,75
BR-30809,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,16:15,±30 min,Bridge Inspection Team,Urgent,Pending,975,30,945,1005
BR-30810,AST-0121,SEC-028,CND,Track Renewal,45,High,14:00,Fixed,Track Maintenance Team,Urgent,Pending,840,0,840,840
BR-30811,AST-0121,SEC-028,CND,Track Renewal,30,High,08:00,±30 min,Track Maintenance Team,Urgent,Pending,480,30,450,510
BR-30812,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290
BR-30813,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,15:45,±15 min,Track Maintenance Team,Urgent,Pending,945,15,930,960
BR-30814,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,21:15,Fixed,Signal Team,Urgent,Pending,1275,0,1275,1275
BR-30815,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,20:00,Fixed,Bridge Inspection Team,Normal,Pending,1200,0,1200,1200
BR-30816,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765
BR-30817,AST-0104,SEC-038,HD,Signal Maintenance,90,High,11:30,Fixed,Signal Team,Normal,Pending,690,0,690,690
BR-30818,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,11:30,Fixed,Bridge Inspection Team,Normal,Pending,690,0,690,690
BR-30819,AST-0113,SEC-003,JTJ,Track Renewal,45,Medium,15:15,Fixed,OHE Team,Urgent,Pending,915,0,915,915
BR-30820,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,05:45,±30 min,Signal Team,Urgent,Pending,345,30,315,375
BR-30821,AST-0122,SEC-042,HBD,Bridge Inspection,90,High,13:30,±30 min,Track Maintenance Team,Normal,Pending,810,30,780,840
BR-30822,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,Fixed,Track Maintenance Team,Normal,Pending,120,0,120,120
BR-30823,AST-0042,SEC-020,SEG,Track Inspection,30,Low,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480
BR-30824,AST-0059,SEC-021,BD,Track Renewal,45,Medium,15:15,Fixed,Signal Team,Urgent,Pending,915,0,915,915
BR-30825,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,Fixed,Track Maintenance Team,Normal,Pending,1215,0,1215,1215
BR-30826,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,11:30,±15 min,Track Maintenance Team,Urgent,Pending,690,15,675,705
BR-30827,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615
BR-30828,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±15 min,OHE Team,Urgent,Pending,720,15,705,735
BR-30829,AST-0194,SEC-027,PAU,Rail Grinding,75,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185
BR-30830,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615
BR-30831,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±15 min,Track Maintenance Team,Urgent,Pending,585,15,570,600
BR-30832,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-30833,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,06:00,±15 min,Signal Team,Urgent,Pending,360,15,345,375
BR-30834,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020
BR-30835,AST-0171,SEC-012,KSRA,Track Inspection,60,High,03:45,Fixed,Track Maintenance Team,Normal,Pending,225,0,225,225
BR-30836,AST-0098,SEC-049,HWH,Track Inspection,45,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120
BR-30837,AST-0194,SEC-027,PAU,Rail Grinding,90,Low,19:15,±60 min,OHE Team,Urgent,Pending,1155,60,1095,1215
BR-30838,AST-0059,SEC-021,BD,Track Renewal,30,Medium,04:30,±30 min,Signal Team,Urgent,Pending,270,30,240,300
BR-30839,AST-0171,SEC-012,KSRA,Track Inspection,45,High,06:45,±30 min,Track Maintenance Team,Normal,Pending,405,30,375,435
BR-30840,AST-0008,SEC-017,ANG,Track Renewal,45,Low,17:00,±30 min,OHE Team,Urgent,Pending,1020,30,990,1050
BR-30841,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645
BR-30842,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,20:15,Fixed,Signal Team,Urgent,Pending,1215,0,1215,1215
BR-30843,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795
BR-30844,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,18:45,±30 min,Track Maintenance Team,Urgent,Pending,1125,30,1095,1155
BR-30845,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,20:45,±30 min,OHE Team,Urgent,Pending,1245,30,1215,1275
BR-30846,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,10:15,Fixed,Signal Team,Urgent,Pending,615,0,615,615
BR-30847,AST-0063,SEC-019,MKU,Bridge Inspection,75,Low,10:00,±30 min,Signal Team,Normal,Pending,600,30,570,630
BR-30848,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±15 min,Track Maintenance Team,Normal,Pending,60,15,45,75
BR-30849,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,11:30,±15 min,Track Maintenance Team,Urgent,Pending,690,15,675,705
BR-30850,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,Fixed,Bridge Inspection Team,Normal,Pending,600,0,600,600
BR-30851,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780
BR-30852,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,15:00,±15 min,Track Maintenance Team,Normal,Pending,900,15,885,915
BR-30853,AST-0049,SEC-025,LTRR,Track Renewal,90,Medium,18:15,Fixed,OHE Team,Normal,Pending,1095,0,1095,1095
BR-30854,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,21:00,±15 min,OHE Team,Urgent,Pending,1260,15,1245,1275
BR-30855,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225
BR-30856,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,15:45,±30 min,Track Maintenance Team,Urgent,Pending,945,30,915,975
BR-30857,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:45,±30 min,Signal Team,Urgent,Pending,1245,30,1215,1275
BR-30858,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,16:15,±15 min,Bridge Inspection Team,Urgent,Pending,975,15,960,990
BR-30859,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:00,±15 min,OHE Team,Urgent,Pending,1140,15,1125,1155
BR-30860,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,13:00,Fixed,Bridge Inspection Team,Normal,Pending,780,0,780,780
BR-30861,AST-0122,SEC-042,HBD,Bridge Inspection,60,High,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645
BR-30862,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:15,±60 min,OHE Team,Normal,Pending,75,60,15,135
BR-30863,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,14:45,±15 min,Track Maintenance Team,Urgent,Pending,885,15,870,900
BR-30864,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,16:15,±15 min,Track Maintenance Team,Urgent,Pending,975,15,960,990
BR-30865,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-30866,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:15,Fixed,OHE Team,Urgent,Pending,735,0,735,735
BR-30867,AST-0104,SEC-038,HD,Signal Maintenance,45,High,17:15,±30 min,Signal Team,Normal,Pending,1035,30,1005,1065
BR-30868,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,12:15,±30 min,Bridge Inspection Team,Normal,Pending,735,30,705,765
BR-30869,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±15 min,Signal Team,Normal,Pending,930,15,915,945
BR-30870,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320
BR-30871,AST-0183,SEC-008,PC,Signal Maintenance,75,High,16:00,±30 min,Bridge Inspection Team,Normal,Pending,960,30,930,990
BR-30872,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±30 min,Track Maintenance Team,Urgent,Pending,810,30,780,840
BR-30873,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,05:45,±30 min,Track Maintenance Team,Urgent,Pending,345,30,315,375
BR-30874,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-30875,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,±15 min,Signal Team,Normal,Pending,1335,15,1320,1350
BR-30876,AST-0183,SEC-008,PC,Signal Maintenance,90,High,13:45,±15 min,Bridge Inspection Team,Normal,Pending,825,15,810,840
BR-30877,AST-0139,SEC-004,BNC,Signal Maintenance,45,Medium,01:45,Fixed,Track Maintenance Team,Urgent,Pending,105,0,105,105
BR-30878,AST-0086,SEC-030,WR,Track Inspection,45,High,06:15,Fixed,Track Maintenance Team,Normal,Pending,375,0,375,375
BR-30879,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,11:15,±15 min,Track Maintenance Team,Urgent,Pending,675,15,660,690
BR-30880,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75
BR-30881,AST-0008,SEC-017,ANG,Track Renewal,75,Low,16:45,±60 min,OHE Team,Urgent,Pending,1005,60,945,1065
BR-30882,AST-0183,SEC-008,PC,Signal Maintenance,75,High,13:45,Fixed,Bridge Inspection Team,Normal,Pending,825,0,825,825
BR-30883,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,12:45,±15 min,Bridge Inspection Team,Urgent,Pending,765,15,750,780
BR-30884,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105
BR-30885,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,±30 min,Track Maintenance Team,Normal,Pending,375,30,345,405
BR-30886,AST-0171,SEC-012,KSRA,Track Inspection,60,High,06:30,±30 min,Track Maintenance Team,Normal,Pending,390,30,360,420
BR-30887,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645
BR-30888,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-30889,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±30 min,Signal Team,Urgent,Pending,300,30,270,330
BR-30890,AST-0126,SEC-041,GAR,Track Inspection,75,Medium,15:45,±30 min,Bridge Inspection Team,Normal,Pending,945,30,915,975
BR-30891,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,07:00,±15 min,OHE Team,Normal,Pending,420,15,405,435
BR-30892,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±30 min,Signal Team,Normal,Pending,930,30,900,960
BR-30893,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:30,±15 min,OHE Team,Urgent,Pending,1170,15,1155,1185
BR-30894,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,12:30,±30 min,Track Maintenance Team,Urgent,Pending,750,30,720,780
BR-30895,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,21:00,Fixed,OHE Team,Urgent,Pending,1260,0,1260,1260
BR-30896,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,14:15,Fixed,Signal Team,Urgent,Pending,855,0,855,855
BR-30897,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290
BR-30898,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,Fixed,Bridge Inspection Team,Normal,Pending,795,0,795,795
BR-30899,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,±30 min,OHE Team,Normal,Pending,615,30,585,645
BR-30900,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,05:00,±15 min,Bridge Inspection Team,Normal,Pending,300,15,285,315
BR-30901,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:30,±15 min,OHE Team,Normal,Pending,930,15,915,945
BR-30902,AST-0122,SEC-042,HBD,Bridge Inspection,60,High,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630
BR-30903,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60
BR-30904,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615
BR-30905,AST-0177,SEC-015,JEUR,Signal Maintenance,90,Medium,08:00,Fixed,Signal Team,Urgent,Pending,480,0,480,480
BR-30906,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:30,±30 min,Track Maintenance Team,Normal,Pending,1230,30,1200,1260
BR-30907,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,13:30,Fixed,Track Maintenance Team,Normal,Pending,810,0,810,810
BR-30908,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75
BR-30909,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,03:15,±60 min,OHE Team,Normal,Pending,195,60,135,255
BR-30910,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±15 min,Signal Team,Urgent,Pending,300,15,285,315
BR-30911,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275
BR-30912,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±30 min,OHE Team,Urgent,Pending,720,30,690,750
BR-30913,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365
BR-30914,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,14:30,±15 min,Bridge Inspection Team,Normal,Pending,870,15,855,885
BR-30915,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780
BR-30916,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,08:15,Fixed,Bridge Inspection Team,Urgent,Pending,495,0,495,495
BR-30917,AST-0141,SEC-022,SUR,Point Machine Maintenance,60,Medium,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020
BR-30918,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-30919,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,21:15,±30 min,Signal Team,Urgent,Pending,1275,30,1245,1305
BR-30920,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Track Maintenance Team,Normal,Pending,585,30,555,615
BR-30921,AST-0183,SEC-008,PC,Signal Maintenance,90,High,09:00,±60 min,Bridge Inspection Team,Normal,Pending,540,60,480,600
BR-30922,AST-0136,SEC-021,BD,Signal Maintenance,75,Medium,01:00,±30 min,OHE Team,Normal,Pending,60,30,30,90
BR-30923,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105
BR-30924,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,16:45,±15 min,Track Maintenance Team,Normal,Pending,1005,15,990,1020
BR-30925,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275
BR-30926,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:30,±15 min,Track Maintenance Team,Normal,Pending,750,15,735,765
BR-30927,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,12:00,±15 min,Signal Team,Urgent,Pending,720,15,705,735
BR-30928,AST-0183,SEC-008,PC,Signal Maintenance,45,High,16:00,Fixed,Bridge Inspection Team,Normal,Pending,960,0,960,960
BR-30929,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,Fixed,Track Maintenance Team,Urgent,Pending,1065,0,1065,1065
BR-30930,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-30931,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120
BR-30932,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±15 min,Track Maintenance Team,Urgent,Pending,585,15,570,600
BR-30933,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,12:15,±30 min,Bridge Inspection Team,Normal,Pending,735,30,705,765
BR-30934,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260
BR-30935,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765
BR-30936,AST-0049,SEC-025,LTRR,Track Renewal,75,Medium,05:45,±15 min,OHE Team,Normal,Pending,345,15,330,360
BR-30937,AST-0008,SEC-017,ANG,Track Renewal,90,Low,16:30,±15 min,OHE Team,Urgent,Pending,990,15,975,1005
BR-30938,AST-0104,SEC-038,HD,Signal Maintenance,30,High,17:30,Fixed,Signal Team,Normal,Pending,1050,0,1050,1050
