asset_id,asset_type,section_id,nearest_station_code,age_years,condition_score,failure_count_24m,days_since_last_maintenance,usage_percent,criticality,asset_risk_score,maintenance_priority
AST-29547,Point Machine,SEC-461,PGT,14,52.16,4,850,60,Medium,51.99,Medium
AST-29548,Level Crossing,SEC-424,GPH,1,89.58,0,115,50,High,32.04,Low
AST-29549,Track,SEC-417,NZM,34,58.29,1,154,35,Medium,45.8,Medium
AST-29550,Point Machine,SEC-361,HAPA,35,59.06,0,369,39,Medium,45.43,Medium
AST-29551,Bridge,SEC-455,BNC,4,99.0,2,38,57,Medium,27.07,Low
AST-29552,Signal,SEC-326,SEG,18,44.32,4,603,93,Low,47.2,Medium
AST-29553,Track,SEC-462,CDGR,28,50.24,4,496,100,Low,43.21,Medium
AST-29554,Signal,SEC-358,DLI,13,69.31,3,694,69,High,44.5,Medium
AST-29555,OHE,SEC-442,CPR,19,61.98,4,410,88,Medium,43.15,Medium
AST-29556,Signal,SEC-172,YG,18,67.87,4,669,32,High,53.17,Medium
AST-29557,Level Crossing,SEC-335,BJMD,35,71.29,2,342,64,Low,27.78,Low
AST-29558,Track,SEC-393,NBQ,1,80.02,0,335,81,High,49.69,Medium
AST-29559,Point Machine,SEC-333,PWS,35,56.27,2,450,46,Medium,46.75,Medium
AST-29560,Level Crossing,SEC-086,TCR,33,68.06,3,306,53,High,50.02,Medium
AST-29561,OHE,SEC-051,PTB,15,83.62,0,579,45,Critical,65.7,High
AST-29562,Bridge,SEC-045,STP,18,54.09,1,134,59,Low,28.34,Low
AST-29563,Bridge,SEC-062,NZD,29,52.65,2,343,53,Low,33.04,Low
AST-29564,OHE,SEC-312,NGG,26,72.77,5,320,20,High,53.53,Medium
AST-29565,Point Machine,SEC-390,BPL,16,61.88,2,658,78,High,56.84,High
AST-29566,OHE,SEC-085,NGP,35,62.47,3,550,55,Medium,45.93,Medium
AST-29567,Track,SEC-392,KY,1,84.92,0,13,100,High,37.7,Medium
AST-29568,Bridge,SEC-196,LNL,11,78.33,4,381,64,High,48.31,Medium
AST-29569,Track,SEC-484,JJKR,35,55.32,2,287,84,Low,35.24,Medium
AST-29570,Level Crossing,SEC-263,MURI,7,68.42,2,476,68,High,56.39,High
AST-29571,Level Crossing,SEC-065,AHA,22,71.23,3,587,65,High,60.78,High
AST-29572,Bridge,SEC-002,CSTM,20,63.18,2,202,96,Medium,39.15,Medium
AST-29573,Signal,SEC-070,SJL,15,67.65,1,650,69,High,63.45,High
AST-29574,Bridge,SEC-414,BE,19,67.9,6,269,23,Critical,63.64,High
AST-29575,Level Crossing,SEC-497,OGL,35,33.66,6,673,52,Medium,66.97,High
AST-29576,OHE,SEC-107,TDO,24,66.04,3,569,90,High,55.6,High
AST-29577,Signal,SEC-453,SGZ,18,48.51,3,588,44,Medium,48.71,Medium
AST-29578,Point Machine,SEC-211,R,27,53.07,2,316,30,Medium,44.97,Medium
AST-29579,Bridge,SEC-130,KPKD,15,58.25,3,888,59,High,62.33,High
AST-29580,Point Machine,SEC-462,KMC,20,62.96,0,653,37,High,47.1,Medium
AST-29581,Track,SEC-049,RSR,7,66.2,3,665,69,Critical,67.62,High
AST-29582,Bridge,SEC-407,R,33,52.34,8,886,39,High,65.11,High
AST-29583,OHE,SEC-209,TNGL,20,75.55,3,519,30,Medium,41.83,Medium
AST-29584,Signal,SEC-050,SHC,16,72.47,2,388,45,Critical,59.29,High
AST-29585,Track,SEC-092,EE,27,56.44,5,825,95,High,71.21,High
AST-29586,Point Machine,SEC-270,BSB,24,89.38,4,404,66,High,39.57,Medium
AST-29587,Signal,SEC-056,DINR,8,80.35,4,330,86,Medium,31.99,Low
AST-29588,OHE,SEC-428,AO,25,68.89,4,813,20,Medium,46.79,Medium
AST-29589,OHE,SEC-056,BJU,31,74.8,2,207,75,High,42.57,Medium
AST-29590,Signal,SEC-019,BBK,21,54.34,3,693,64,Medium,43.59,Medium
AST-29591,OHE,SEC-165,NW,3,82.42,2,142,32,Critical,56.45,High
AST-29592,OHE,SEC-064,RJT,20,69.5,3,571,73,High,54.97,Medium
AST-29593,Point Machine,SEC-329,LJN,6,63.98,4,802,47,High,61.35,High
AST-29594,OHE,SEC-045,RMC,22,66.73,1,423,47,High,67.28,High
AST-29595,Track,SEC-457,TLD,26,63.84,2,428,43,Medium,47.78,Medium
AST-29596,Bridge,SEC-405,ANGL,35,36.49,6,783,48,High,66.51,High
AST-29597,Point Machine,SEC-449,BXJ,16,69.9,5,646,28,Critical,67.76,High
AST-29598,Track,SEC-246,JHS,11,65.88,2,580,79,High,65.33,High
AST-29599,Signal,SEC-218,SBP,8,68.78,3,627,60,Medium,45.3,Medium
AST-29600,OHE,SEC-474,JBP,20,37.94,4,844,76,Critical,84.64,Critical
AST-29601,Level Crossing,SEC-123,PHI,12,56.77,4,613,58,High,67.66,High
AST-29602,OHE,SEC-241,HAPA,12,76.33,1,428,77,Medium,41.57,Medium
AST-29603,OHE,SEC-195,AAY,15,59.33,4,668,77,High,63.04,High
AST-29604,Point Machine,SEC-415,BRDA,6,70.24,0,301,50,High,48.22,Medium
AST-29605,Track,SEC-128,JP,34,60.81,5,205,52,Critical,66.85,High
AST-29606,Level Crossing,SEC-332,NTSK,14,65.11,1,561,67,High,54.05,Medium
AST-29607,Bridge,SEC-084,AII,21,73.19,3,425,48,High,57.52,High
AST-29608,Track,SEC-178,AKR,27,64.86,2,460,67,High,61.36,High
AST-29609,OHE,SEC-126,TDD,19,80.28,0,156,66,Medium,22.36,Low
AST-29610,OHE,SEC-456,ABFC,18,60.56,2,539,77,Critical,68.76,High
AST-29611,Signal,SEC-299,KER,9,89.15,0,178,59,High,41.95,Medium
AST-29612,Signal,SEC-049,IGP,17,55.92,2,549,79,Critical,76.32,Critical
AST-29613,Point Machine,SEC-402,SVN,3,61.26,3,415,61,High,51.01,Medium
AST-29614,Signal,SEC-258,RHG,20,59.93,3,594,100,Low,22.58,Low
AST-29615,Track,SEC-139,MRA,31,57.16,0,69,45,Critical,57.36,High
AST-29616,Level Crossing,SEC-125,DRU,3,90.51,1,33,71,High,46.75,Medium
AST-29617,Point Machine,SEC-451,DHO,22,77.56,1,152,33,Critical,54.27,Medium
AST-29618,OHE,SEC-351,BVL,22,57.42,4,470,65,High,69.86,High
AST-29619,Track,SEC-278,DG,12,61.91,1,602,50,High,52.34,Medium
AST-29620,OHE,SEC-052,LKO,16,55.38,5,552,55,High,51.29,Medium
AST-29621,Bridge,SEC-142,RN,1,73.86,6,888,32,High,52.18,Medium
AST-29622,Track,SEC-037,ROHA,14,77.63,2,275,80,Medium,31.96,Low
AST-29623,Level Crossing,SEC-159,PAP,5,93.4,1,251,61,Critical,55.15,High
AST-29624,OHE,SEC-468,SM,18,65.59,2,317,63,High,55.61,High
AST-29625,Signal,SEC-325,ARV,31,41.0,1,620,100,Critical,74.9,High
AST-29626,Bridge,SEC-077,KS,25,61.4,4,113,67,Low,32.31,Low
AST-29627,Level Crossing,SEC-413,ASN,20,51.46,2,782,71,Critical,84.11,Critical
AST-29628,Bridge,SEC-051,UJN,10,61.79,3,678,77,Medium,47.76,Medium
AST-29629,OHE,SEC-261,CAP,4,68.88,2,718,22,Medium,39.7,Medium
AST-29630,Point Machine,SEC-351,MZP,15,60.72,4,409,50,Medium,42.74,Medium
AST-29631,Bridge,SEC-014,UJN,25,67.77,2,287,56,High,47.85,Medium
AST-29632,Point Machine,SEC-320,MLDT,17,66.82,4,525,67,Low,25.36,Low
AST-29633,Bridge,SEC-297,KLRE,20,51.88,2,645,65,High,57.07,High
AST-29634,Bridge,SEC-470,NK,9,77.78,3,531,85,High,43.17,Medium
AST-29635,Level Crossing,SEC-118,FDB,1,89.05,1,191,56,Medium,27.96,Low
AST-29636,OHE,SEC-151,MDP,18,75.98,4,556,20,Low,30.49,Low
AST-29637,Level Crossing,SEC-149,IJK,21,48.12,2,652,96,High,54.86,Medium
AST-29638,Point Machine,SEC-191,ND,13,51.06,2,704,82,Low,41.34,Medium
AST-29639,Point Machine,SEC-367,MCU,8,72.2,0,64,79,Medium,29.96,Low
AST-29640,Signal,SEC-120,MSH,33,65.2,3,486,45,High,49.83,Medium
AST-29641,OHE,SEC-317,CWA,16,69.07,0,130,60,Medium,39.83,Medium
AST-29642,OHE,SEC-403,BYHA,10,70.31,4,387,95,Medium,31.09,Low
AST-29643,Point Machine,SEC-049,TVC,10,63.16,2,760,88,Low,41.83,Medium
AST-29644,Bridge,SEC-247,SEO,16,79.0,4,209,90,Medium,30.26,Low
AST-29645,Level Crossing,SEC-152,HWH,25,50.81,4,888,61,Medium,65.55,High
AST-29646,Bridge,SEC-467,KDN,10,62.79,3,824,69,Medium,45.66,Medium
AST-29647,Bridge,SEC-136,UMB,12,90.54,2,292,70,Low,18.2,Low
AST-29648,OHE,SEC-039,NDLS,8,68.34,3,603,29,Critical,60.75,High
AST-29649,Bridge,SEC-466,RKB,22,54.66,2,723,100,Critical,69.74,High
AST-29650,Track,SEC-338,MML,35,53.89,4,352,73,High,59.22,High
AST-29651,Point Machine,SEC-454,SA,22,48.5,5,851,20,High,61.3,High
AST-29652,Signal,SEC-223,SWE,19,58.96,3,372,87,Medium,47.36,Medium
AST-29653,OHE,SEC-253,JNH,11,61.5,2,736,76,High,69.64,High
AST-29654,Signal,SEC-460,MGS,27,57.16,2,342,72,High,53.19,Medium
AST-29655,OHE,SEC-441,BPP,1,85.62,2,381,34,Critical,53.87,Medium
AST-29656,Level Crossing,SEC-450,JVN,35,61.77,6,680,20,High,67.11,High
AST-29657,Track,SEC-375,MMR,31,47.25,2,585,49,Low,44.38,Medium
AST-29658,OHE,SEC-286,FYZ,14,63.43,2,679,54,High,49.48,Medium
AST-29659,Level Crossing,SEC-140,NAWN,11,66.87,6,594,85,High,59.45,High
AST-29660,Bridge,SEC-023,BGKT,29,53.18,4,651,54,Medium,53.09,Medium
AST-29661,Bridge,SEC-034,MFP,4,76.03,3,536,56,Critical,65.63,High
AST-29662,Track,SEC-096,CLE,28,39.89,8,888,77,Medium,61.92,High
AST-29663,Bridge,SEC-274,BAND,19,57.43,3,842,20,Medium,61.51,High
AST-29664,OHE,SEC-434,TCR,13,74.37,3,234,20,High,43.76,Medium
AST-29665,Point Machine,SEC-223,BINA,17,72.93,0,219,74,Critical,62.47,High
AST-29666,Signal,SEC-427,DNX,27,66.26,2,292,98,Critical,70.59,High
AST-29667,Point Machine,SEC-498,PPI,23,66.66,4,493,72,Critical,68.67,High
AST-29668,Track,SEC-074,FTP,15,69.41,2,845,55,Medium,50.68,Medium
AST-29669,Signal,SEC-273,DWR,7,61.28,2,631,79,High,61.97,High
AST-29670,Signal,SEC-305,ATP,4,84.57,0,528,32,Critical,61.85,High
AST-29671,Point Machine,SEC-354,SBP,25,51.04,4,536,100,Medium,59.92,High
AST-29672,Point Machine,SEC-366,PNME,19,77.04,1,407,41,Critical,53.44,Medium
AST-29673,OHE,SEC-218,MKN,6,67.84,2,603,43,Critical,65.12,High
AST-29674,Point Machine,SEC-064,BSE,23,54.41,2,571,73,Medium,51.05,Medium
AST-29675,Track,SEC-346,KKLR,9,84.92,2,462,28,High,45.76,Medium
AST-29676,Track,SEC-345,JJKR,18,85.22,1,13,43,High,40.36,Medium
AST-29677,Signal,SEC-067,AHN,22,78.64,0,307,45,Low,20.2,Low
AST-29678,Signal,SEC-464,AF,18,59.31,1,385,69,High,61.4,High
AST-29679,Level Crossing,SEC-079,SHF,12,64.31,3,873,100,High,64.76,High
AST-29680,Point Machine,SEC-286,MFKA,16,56.1,2,400,100,Medium,45.63,Medium
AST-29681,Level Crossing,SEC-445,JAA,29,55.85,2,406,90,Low,37.02,Medium
AST-29682,Track,SEC-140,MB,35,50.1,5,620,26,Medium,51.02,Medium
AST-29683,OHE,SEC-216,PNP,15,61.6,4,703,71,Critical,75.59,Critical
AST-29684,Bridge,SEC-153,UMB,17,65.1,1,308,92,High,39.47,Medium
AST-29685,Bridge,SEC-120,ULD,24,51.24,6,394,38,High,60.26,High
AST-29686,Level Crossing,SEC-296,SMBX,23,56.53,3,641,60,Medium,43.97,Medium
AST-29687,OHE,SEC-203,RDL,21,42.3,7,766,77,Medium,53.96,Medium
AST-29688,Level Crossing,SEC-065,BHP,24,57.4,4,438,52,Medium,39.8,Medium
AST-29689,OHE,SEC-307,PJGM,9,56.24,3,655,23,High,57.2,High
AST-29690,Track,SEC-201,FKG,27,61.71,0,394,72,Medium,34.17,Low
AST-29691,Point Machine,SEC-042,KWM,14,66.51,3,530,27,Medium,31.31,Low
AST-29692,OHE,SEC-464,SNSI,27,70.93,3,141,25,High,44.53,Medium
AST-29693,OHE,SEC-141,KUA,24,48.01,3,645,71,Medium,46.31,Medium
AST-29694,Point Machine,SEC-096,KGN,28,45.04,3,488,40,Medium,52.27,Medium
AST-29695,Signal,SEC-033,SEGM,10,65.49,3,472,66,High,61.34,High
AST-29696,OHE,SEC-091,BPP,17,75.55,3,586,87,High,51.44,Medium
AST-29697,Point Machine,SEC-172,BDC,34,46.11,3,507,87,Critical,74.02,High
AST-29698,Level Crossing,SEC-223,APR,10,66.57,2,639,38,Critical,61.59,High
AST-29699,Bridge,SEC-118,LTV,23,55.53,1,324,88,High,43.17,Medium
AST-29700,Level Crossing,SEC-309,LDH,25,57.99,1,568,73,Medium,48.66,Medium
AST-29701,Point Machine,SEC-200,TPTY,27,59.93,2,278,57,Critical,70.6,High
AST-29702,Signal,SEC-426,PTK,13,65.08,0,605,70,Low,32.5,Low
AST-29703,Level Crossing,SEC-107,MYG,34,35.87,3,372,44,Low,40.92,Medium
AST-29704,Track,SEC-415,PFM,17,60.99,5,608,51,Medium,52.87,Medium
AST-29705,OHE,SEC-449,CT,24,71.75,1,346,48,Critical,57.32,High
AST-29706,Track,SEC-010,HBJ,15,59.13,1,660,67,High,56.37,High
AST-29707,Bridge,SEC-245,DKY,5,80.96,1,554,20,High,40.0,Medium
AST-29708,Track,SEC-369,JEUR,32,71.19,8,217,75,Medium,49.07,Medium
AST-29709,Signal,SEC-092,TBN,26,61.88,2,402,42,High,48.61,Medium
AST-29710,Signal,SEC-274,KOJ,13,74.09,3,412,53,Low,22.02,Low
AST-29711,Level Crossing,SEC-457,DRI,20,70.99,3,530,85,High,53.43,Medium
AST-29712,OHE,SEC-371,JBP,19,61.11,1,410,83,Critical,65.09,High
AST-29713,Bridge,SEC-428,RC,10,74.82,0,724,54,High,49.7,Medium
AST-29714,Track,SEC-428,BARH,9,55.81,7,565,84,Critical,78.61,Critical
AST-29715,Bridge,SEC-010,PPI,29,90.11,4,13,52,Critical,48.03,Medium
AST-29716,Bridge,SEC-476,CNGR,22,66.29,1,485,77,Low,34.13,Low
AST-29717,Bridge,SEC-179,VBW,18,56.52,3,454,93,Medium,52.27,Medium
AST-29718,Level Crossing,SEC-207,MALM,28,58.14,2,439,36,High,57.76,High
AST-29719,Bridge,SEC-478,BZA,25,75.59,2,92,80,High,54.13,Medium
AST-29720,OHE,SEC-217,NNO,11,69.04,5,696,40,High,61.6,High
AST-29721,Point Machine,SEC-351,MB,6,74.43,1,517,60,High,49.33,Medium
AST-29722,Bridge,SEC-423,GOY,23,57.13,2,320,71,Medium,41.25,Medium
AST-29723,Bridge,SEC-127,VG,16,57.83,1,552,73,Medium,45.22,Medium
AST-29724,Bridge,SEC-198,MALM,9,64.55,6,465,43,Critical,69.38,High
AST-29725,Track,SEC-365,NLR,21,67.35,1,225,53,Medium,31.75,Low
AST-29726,Signal,SEC-274,GYN,20,69.33,1,263,65,Critical,58.01,High
AST-29727,Point Machine,SEC-092,BHC,21,61.59,2,392,49,Medium,44.76,Medium
AST-29728,Signal,SEC-126,LKU,30,52.41,2,380,78,Medium,40.67,Medium
AST-29729,Bridge,SEC-090,MALM,21,52.27,1,748,80,Critical,82.83,Critical
AST-29730,Bridge,SEC-248,SBZ,16,74.99,2,63,56,High,39.27,Medium
AST-29731,Level Crossing,SEC-294,RANI,5,76.42,0,554,77,High,52.18,Medium
AST-29732,Level Crossing,SEC-321,GGJ,22,72.91,1,686,72,High,66.98,High
AST-29733,Bridge,SEC-302,MV,35,42.12,3,645,51,Medium,49.97,Medium
AST-29734,Track,SEC-328,BMT,20,60.36,3,636,43,Medium,41.64,Medium
AST-29735,Point Machine,SEC-026,GTLM,13,65.8,1,552,79,Medium,52.94,Medium
AST-29736,Track,SEC-318,DR,5,63.38,2,552,35,High,64.3,High
AST-29737,Bridge,SEC-274,STA,22,65.56,1,21,51,Medium,36.12,Medium
AST-29738,Point Machine,SEC-208,TRVL,31,42.77,1,599,79,Medium,50.26,Medium
AST-29739,Track,SEC-319,SMBX,18,83.3,2,235,71,Low,21.99,Low
AST-29740,Bridge,SEC-270,BLS,23,67.91,3,661,58,Medium,45.36,Medium
AST-29741,Track,SEC-331,BSL,25,65.14,0,249,48,High,53.2,Medium
AST-29742,Point Machine,SEC-159,KMC,1,87.35,1,48,74,High,41.48,Medium
AST-29743,Point Machine,SEC-234,ANND,12,78.15,1,379,55,High,42.39,Medium
AST-29744,Track,SEC-480,SJP,3,79.33,1,773,49,Medium,37.71,Medium
AST-29745,Level Crossing,SEC-052,AFR,11,88.16,2,331,43,Critical,64.11,High
AST-29746,Track,SEC-433,AMLA,13,64.92,3,761,36,Critical,68.76,High
AST-29747,Track,SEC-316,SKM,21,55.99,2,678,55,High,56.17,High
AST-29748,Bridge,SEC-168,JMP,34,71.23,2,132,83,High,47.65,Medium
AST-29749,Track,SEC-158,GVD,23,59.3,3,631,56,High,56.6,High
AST-29750,Bridge,SEC-087,BPP,17,51.36,3,793,76,Critical,71.52,High
AST-29751,Track,SEC-106,ON,14,64.44,3,627,45,High,57.38,High
AST-29752,Signal,SEC-010,CKTD,1,83.12,4,503,52,Low,27.62,Low
AST-29753,Signal,SEC-489,DKAE,28,49.65,4,843,49,High,66.06,High
AST-29754,Bridge,SEC-136,SHG,7,73.58,2,373,69,Low,28.53,Low
AST-29755,OHE,SEC-474,BPL,30,74.45,2,193,66,Critical,57.23,High
AST-29756,Level Crossing,SEC-457,SGZ,27,67.25,2,208,48,High,47.7,Medium
AST-29757,Point Machine,SEC-494,GNG,23,72.01,0,516,50,High,50.21,Medium
AST-29758,Level Crossing,SEC-077,JSME,16,51.42,1,592,78,Medium,42.07,Medium
AST-29759,Track,SEC-262,ALD,14,64.44,2,229,30,Critical,63.4,High
AST-29760,OHE,SEC-267,LS,24,61.79,3,639,20,Medium,37.61,Medium
AST-29761,Track,SEC-077,MVO,12,89.4,2,112,70,Critical,59.19,High
AST-29762,Signal,SEC-117,GR,10,58.28,2,573,76,Critical,67.75,High
AST-29763,Signal,SEC-160,BST,33,51.58,7,644,40,High,67.98,High
AST-29764,Bridge,SEC-390,IAA,17,73.33,5,437,68,Critical,58.44,High
AST-29765,Level Crossing,SEC-369,SLW,35,42.26,8,683,84,High,72.68,High
AST-29766,Track,SEC-125,KKDI,35,51.2,2,884,47,High,62.5,High
AST-29767,Point Machine,SEC-318,SGO,23,66.38,3,888,26,High,61.56,High
AST-29768,Bridge,SEC-333,NMP,9,55.01,4,633,100,High,68.73,High
AST-29769,OHE,SEC-365,TKE,18,79.19,1,380,73,Critical,70.0,High
AST-29770,Signal,SEC-223,BDL,30,55.58,8,715,65,High,72.47,High
AST-29771,Point Machine,SEC-377,ASR,28,64.14,3,493,48,High,53.57,Medium
AST-29772,Track,SEC-095,NDLS,23,72.48,4,710,52,Medium,52.37,Medium
AST-29773,Bridge,SEC-327,ANND,16,53.0,1,411,64,High,50.51,Medium
AST-29774,Bridge,SEC-307,HWH,8,82.19,0,212,78,Critical,52.39,Medium
AST-29775,Level Crossing,SEC-179,CH,18,65.12,3,650,68,Critical,71.83,High
AST-29776,Bridge,SEC-127,NED,24,52.14,4,888,49,High,73.57,High
AST-29777,Signal,SEC-148,TN,32,67.45,3,319,38,Critical,63.24,High
AST-29778,OHE,SEC-417,KKDE,20,63.01,1,254,51,Low,34.25,Low
AST-29779,OHE,SEC-087,LKO,18,80.48,2,345,33,Medium,32.33,Low
AST-29780,Track,SEC-023,KPD,9,77.99,1,524,84,Medium,39.3,Medium
AST-29781,Track,SEC-196,NOQ,35,63.0,5,534,73,Medium,52.84,Medium
AST-29782,Signal,SEC-274,NMZ,7,68.14,0,498,58,Critical,69.07,High
AST-29783,Track,SEC-459,NBQ,15,67.27,4,753,43,High,60.13,High
AST-29784,OHE,SEC-021,KPKD,10,76.2,4,651,78,Medium,42.5,Medium
AST-29785,Track,SEC-222,TBN,12,58.12,3,888,68,High,71.47,High
AST-29786,Signal,SEC-363,RJN,19,75.41,3,603,42,Medium,35.53,Medium
AST-29787,OHE,SEC-265,RMA,19,73.81,3,473,51,High,49.95,Medium
AST-29788,Signal,SEC-480,BZA,24,65.22,2,674,88,High,49.7,Medium
AST-29789,Bridge,SEC-274,NDLS,17,73.57,4,651,30,Medium,48.02,Medium
AST-29790,Point Machine,SEC-309,NZM,27,62.11,3,211,64,Low,27.75,Low
AST-29791,Bridge,SEC-330,BPQ,11,75.67,2,553,56,High,56.47,High
AST-29792,Level Crossing,SEC-060,CPH,22,56.59,1,378,74,High,55.3,High
AST-29793,OHE,SEC-175,BRC,23,58.35,3,587,63,High,62.02,High
AST-29794,Track,SEC-032,SLKR,25,66.26,1,419,20,Critical,62.87,High
AST-29795,Level Crossing,SEC-127,HZD,23,65.46,1,660,77,Low,37.93,Medium
AST-29796,Track,SEC-305,HDN,27,76.43,3,231,55,High,45.8,Medium
AST-29797,OHE,SEC-448,SPJ,9,79.21,1,285,88,High,47.04,Medium
AST-29798,Signal,SEC-490,DEE,15,60.36,2,313,79,Medium,38.22,Medium
AST-29799,Bridge,SEC-231,JL,18,78.82,1,285,84,Medium,27.86,Low
AST-29800,Signal,SEC-028,SORO,24,55.54,0,351,100,High,57.46,High
AST-29801,OHE,SEC-286,TRVL,33,47.81,3,770,47,High,70.21,High
AST-29802,Track,SEC-281,GDR,1,78.29,2,219,45,Low,14.77,Low
AST-29803,Bridge,SEC-474,MAS,15,72.56,1,188,53,Low,24.98,Low
AST-29804,OHE,SEC-199,JAJ,24,60.27,1,703,30,Critical,74.06,High
AST-29805,OHE,SEC-391,AII,19,72.22,2,637,61,Medium,43.67,Medium
AST-29806,OHE,SEC-412,DRH,16,73.31,2,669,59,High,54.88,Medium
AST-29807,Point Machine,SEC-034,MNL,35,29.85,5,737,94,Critical,91.68,Critical
AST-29808,Point Machine,SEC-272,AII,35,55.24,3,438,93,High,61.8,High
AST-29809,OHE,SEC-122,BZA,14,76.91,3,357,55,High,47.36,Medium
AST-29810,Bridge,SEC-012,RJK,20,67.87,1,377,73,Medium,38.86,Medium
AST-29811,Signal,SEC-060,IGP,25,63.87,0,634,81,Medium,50.59,Medium
AST-29812,Level Crossing,SEC-444,EKMA,29,68.82,4,491,31,High,60.56,High
AST-29813,Bridge,SEC-134,DHNE,30,47.2,0,674,66,Medium,50.34,Medium
AST-29814,Point Machine,SEC-192,AAG,14,64.13,2,550,80,Critical,63.25,High
AST-29815,Track,SEC-195,NAD,8,78.43,1,434,41,High,50.45,Medium
AST-29816,Point Machine,SEC-271,TDPR,1,69.41,0,411,68,Medium,37.03,Medium
AST-29817,Bridge,SEC-211,MUV,32,57.35,5,463,68,High,65.31,High
AST-29818,Signal,SEC-375,DWG,14,72.36,3,276,73,High,50.99,Medium
AST-29819,Bridge,SEC-313,GAR,21,53.11,6,595,78,High,62.63,High
AST-29820,Track,SEC-293,R,10,73.19,1,471,59,Low,24.82,Low
AST-29821,Track,SEC-462,WR,20,69.46,2,549,54,Medium,44.33,Medium
AST-29822,Level Crossing,SEC-345,JUD,31,75.67,1,209,61,Medium,29.15,Low
AST-29823,Signal,SEC-179,TEL,33,52.53,3,570,50,High,64.83,High
AST-29824,Bridge,SEC-003,BTE,3,96.77,1,172,61,High,41.35,Medium
AST-29825,Point Machine,SEC-082,AKT,33,49.99,1,725,26,High,63.64,High
AST-29826,Level Crossing,SEC-352,KUR,23,45.08,4,888,27,Medium,63.54,High
AST-29827,Signal,SEC-295,CHZ,23,41.98,3,888,64,Medium,58.91,High
AST-29828,Point Machine,SEC-132,LHU,22,70.09,2,504,54,Critical,67.54,High
AST-29829,OHE,SEC-145,CGY,20,49.07,8,838,89,High,72.25,High
AST-29830,Track,SEC-089,AB,13,60.66,3,693,43,Critical,74.12,High
AST-29831,Point Machine,SEC-304,SWM,16,64.03,1,414,70,Critical,75.69,Critical
AST-29832,OHE,SEC-484,ERN,12,75.26,3,568,74,Medium,40.51,Medium
AST-29833,OHE,SEC-049,BRYA,32,46.22,1,682,76,Critical,72.26,High
AST-29834,Level Crossing,SEC-422,LAR,18,88.22,5,162,70,Low,13.66,Low
AST-29835,Signal,SEC-384,HG,12,60.26,2,534,39,High,57.98,High
AST-29836,Track,SEC-461,KIUL,25,58.84,4,226,59,Critical,71.06,High
AST-29837,OHE,SEC-007,MBA,17,77.34,1,678,83,High,61.62,High
AST-29838,OHE,SEC-245,BLS,28,50.2,2,356,60,Low,24.65,Low
AST-29839,OHE,SEC-103,HRV,6,83.62,0,223,93,Medium,31.55,Low
AST-29840,OHE,SEC-326,R,21,42.78,2,888,32,High,66.19,High
AST-29841,Level Crossing,SEC-493,TDD,18,84.3,4,276,24,High,56.18,High
AST-29842,Point Machine,SEC-144,KGP,32,62.19,2,257,93,High,61.61,High
AST-29843,Bridge,SEC-133,MAJN,17,76.71,3,406,83,Medium,40.95,Medium
AST-29844,Level Crossing,SEC-313,DDA,1,71.96,2,496,44,High,54.14,Medium
AST-29845,Bridge,SEC-042,KBL,6,62.99,2,600,99,Critical,66.8,High
AST-29846,OHE,SEC-410,AJNI,26,69.0,3,224,36,Medium,27.33,Low
AST-29847,Level Crossing,SEC-448,JU,20,56.14,2,486,46,High,55.85,High
AST-29848,Point Machine,SEC-283,MB,17,78.15,1,89,60,High,47.35,Medium
AST-29849,OHE,SEC-008,PSX,3,66.09,2,888,63,High,67.33,High
AST-29850,Bridge,SEC-062,HWH,22,55.99,5,547,49,Low,33.25,Low
AST-29851,Signal,SEC-263,NPW,21,64.59,4,607,37,High,61.29,High
AST-29852,Bridge,SEC-150,GWA,17,66.28,2,353,54,Low,25.58,Low
AST-29853,OHE,SEC-244,RMU,25,55.98,4,535,24,Critical,81.3,Critical
AST-29854,Point Machine,SEC-472,KYN,17,69.3,0,339,26,Low,20.54,Low
AST-29855,Bridge,SEC-295,NGP,34,51.85,3,713,45,Critical,78.71,Critical
AST-29856,Signal,SEC-207,UMR,17,80.36,1,67,61,Low,15.7,Low
AST-29857,Level Crossing,SEC-317,PND,10,86.77,0,84,75,High,42.38,Medium
AST-29858,OHE,SEC-334,ET,20,65.97,2,475,87,High,54.39,Medium
AST-29859,Bridge,SEC-363,PGT,18,67.27,2,613,20,Critical,61.2,High
AST-29860,Point Machine,SEC-404,MQU,28,64.87,4,223,73,Medium,43.04,Medium
AST-29861,Signal,SEC-376,BPQ,21,64.67,1,549,65,Critical,62.19,High
AST-29862,Signal,SEC-058,DMN,27,62.68,3,294,70,High,64.25,High
AST-29863,Signal,SEC-386,BKI,30,47.37,4,501,61,Medium,54.91,Medium
AST-29864,Level Crossing,SEC-227,YG,18,73.31,3,224,84,High,46.08,Medium
AST-29865,OHE,SEC-004,AGC,35,45.2,3,760,63,Medium,58.19,High
AST-29866,Point Machine,SEC-313,MFP,35,39.5,5,888,90,Critical,86.36,Critical
AST-29867,OHE,SEC-397,SINI,31,67.76,3,268,39,Critical,66.97,High
AST-29868,Signal,SEC-458,VG,29,41.2,5,632,79,Medium,57.45,High
AST-29869,Level Crossing,SEC-289,NK,15,70.75,0,465,91,Medium,37.86,Medium
AST-29870,OHE,SEC-352,FDK,6,87.09,1,248,45,Critical,46.74,Medium
